[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:07] ,hero_spawn,0,2팀,shu,키리코,0,0
[00:00:08] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:00:08] ,hero_spawn,0,2팀,Bernar,마우가,0,0
[00:00:08] ,hero_spawn,0,1팀,CheckMate,리퍼,0,0
[00:00:11] ,hero_spawn,0,2팀,Viol2t,바스티온,0,0
[00:00:11] ,hero_spawn,0,1팀,ChiYo,루시우,0,0
[00:00:12] ,hero_spawn,0,2팀,knife,시온,0,0
[00:00:12] ,hero_spawn,0,1팀,SP1NT,벤데타,0,0
[00:00:13] ,hero_swap,0,2팀,Viol2t,리퍼,바스티온,0
[00:00:21] ,hero_spawn,0,1팀,HanBin,마우가,0,0
[00:00:21] ,hero_swap,0,2팀,Bernar,루시우,마우가,0
[00:00:22] ,hero_swap,0,1팀,CheckMate,시메트라,리퍼,0
[00:00:28] ,hero_swap,0,2팀,shu,바티스트,키리코,0
[00:00:29] ,hero_swap,0,2팀,shu,키리코,바티스트,0
[00:00:30] ,hero_swap,0,2팀,shu,주노,키리코,0
[00:00:31] ,hero_swap,0,2팀,shu,키리코,주노,0
[00:00:32] ,hero_swap,0,2팀,shu,주노,키리코,0
[00:00:33] ,hero_swap,0,2팀,shu,키리코,주노,0
[00:00:34] ,hero_swap,0,2팀,shu,주노,키리코,0
[00:00:35] ,hero_swap,0,2팀,shu,키리코,주노,0
[00:00:36] ,hero_swap,0,2팀,shu,주노,키리코,0
[00:00:36] ,hero_swap,0,2팀,shu,키리코,주노,0
[00:00:37] ,hero_swap,0,2팀,shu,주노,키리코,0
[00:00:38] ,hero_swap,0,2팀,shu,키리코,주노,0
[00:00:39] ,hero_swap,0,2팀,shu,주노,키리코,0
[00:00:40] ,hero_swap,0,2팀,shu,키리코,주노,0
[00:00:41] ,hero_swap,0,2팀,shu,주노,키리코,0
[00:00:42] ,hero_swap,0,2팀,shu,키리코,주노,0
[00:00:42] ,hero_swap,0,2팀,Viol2t,일리아리,리퍼,0
[00:00:44] ,hero_swap,0,2팀,Bernar,마우가,루시우,0
[00:00:44] ,hero_swap,0,2팀,knife,메르시,시온,0
[00:00:45] ,hero_swap,0,1팀,SP1NT,솜브라,벤데타,0
[00:00:46] ,hero_swap,0,2팀,Viol2t,루시우,일리아리,0
[00:00:46] ,hero_spawn,0,2팀,Proper,벤데타,0,0
[00:00:50] ,hero_swap,0,2팀,shu,소전,키리코,0
[00:00:55] ,hero_swap,0,1팀,SP1NT,벤데타,솜브라,0
[00:00:55] ,setup_complete,0,1,29.99
[00:00:55] ,ability_1_used,0.02,2팀,Viol2t,루시우,0
[00:00:55] ,ability_1_used,0.02,1팀,ChiYo,루시우,0
[00:00:55] ,hero_swap,0.11,2팀,knife,시온,메르시,0.11
[00:00:56] ,ability_2_used,0.74,2팀,Viol2t,루시우,0
[00:00:57] ,ability_1_used,1.28,2팀,knife,시온,0
[00:00:57] ,ability_2_used,1.58,1팀,CheckMate,시메트라,0
[00:00:57] ,ability_1_used,1.78,2팀,Bernar,마우가,0
[00:00:57] ,hero_swap,1.87,2팀,shu,키리코,소전,1.87
[00:00:58] ,ability_2_used,2.53,1팀,ChiYo,루시우,0
[00:00:58] ,ability_2_used,2.67,2팀,Proper,벤데타,0
[00:00:58] ,ability_2_used,2.80,2팀,knife,시온,0
[00:00:58] ,ability_1_used,3.09,1팀,HanBin,마우가,0
[00:00:59] ,hero_swap,3.36,1팀,CheckMate,리퍼,시메트라,3.36
[00:00:59] ,ability_1_used,3.70,2팀,shu,키리코,0
[00:00:59] ,ability_1_used,3.73,1팀,SP1NT,벤데타,0
[00:01:00] ,ability_2_used,4.38,1팀,CheckMate,리퍼,0
[00:01:01] ,ability_1_used,5.60,1팀,Fielder,키리코,0
[00:01:01] ,ability_1_used,6.18,1팀,CheckMate,리퍼,0
[00:01:04] ,ability_1_used,9.15,1팀,ChiYo,루시우,0
[00:01:07] ,ability_1_used,11.71,1팀,ChiYo,루시우,0
[00:01:09] ,ability_1_used,13.23,2팀,Viol2t,루시우,0
[00:01:09] ,ability_1_used,13.36,1팀,ChiYo,루시우,0
