[00:00:00] ,match_start,0,샴발리 수도원,호위,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:10] ,hero_spawn,0,2팀,CheckMate,제트팩 캣,0,0
[00:00:18] ,hero_spawn,0,2팀,ChiYo,루시우,0,0
[00:00:19] ,hero_spawn,0,1팀,kevster,프레야,0,0
[00:00:22] ,hero_spawn,0,1팀,Landon,키리코,0,0
[00:00:27] ,hero_spawn,0,1팀,eisgnom,시그마,0,0
[00:00:32] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:00:36] ,hero_spawn,0,2팀,Someone,라인하르트,0,0
[00:00:37] ,hero_spawn,0,1팀,Seicoe,시메트라,0,0
[00:00:43] ,hero_spawn,0,2팀,MER1T,바스티온,0,0
[00:00:49] ,hero_spawn,0,1팀,FiXa,미즈키,0,0
[00:01:16] ,hero_swap,0,2팀,Fielder,바티스트,키리코,0
[00:01:20] ,hero_swap,0,2팀,CheckMate,시메트라,제트팩 캣,0
[00:01:25] ,ability_1_used,0,2팀,ChiYo,루시우,0
[00:01:25] ,setup_complete,0,1,239.99
[00:01:26] ,ability_1_used,0.43,1팀,FiXa,미즈키,0
[00:01:26] ,ability_1_used,0.61,1팀,kevster,프레야,0
[00:01:26] ,ability_2_used,0.93,1팀,eisgnom,시그마,0
[00:01:26] ,ability_2_used,1.10,2팀,Someone,라인하르트,0
[00:01:26] ,ability_1_used,1.14,1팀,kevster,프레야,0
[00:01:27] ,ability_2_used,1.89,1팀,Seicoe,시메트라,0
[00:01:28] ,ability_2_used,2.51,1팀,FiXa,미즈키,0
[00:01:30] ,ability_1_used,5.26,2팀,Fielder,바티스트,0
[00:01:30] ,ability_2_used,5.41,2팀,CheckMate,시메트라,0
[00:01:31] ,ability_2_used,6.14,2팀,ChiYo,루시우,0
[00:01:31] ,ability_1_used,6.30,2팀,ChiYo,루시우,0
[00:01:32] ,ability_1_used,6.83,2팀,MER1T,바스티온,0
[00:01:33] ,ability_1_used,7.50,1팀,kevster,프레야,0
[00:01:33] ,ability_2_used,7.78,1팀,Landon,키리코,0
[00:01:33] ,ability_1_used,8.29,1팀,eisgnom,시그마,0
[00:01:35] ,ability_1_used,10.08,2팀,ChiYo,루시우,0
[00:01:37] ,ability_2_used,11.62,2팀,Fielder,바티스트,0
[00:01:37] ,ability_1_used,11.94,1팀,kevster,프레야,0
[00:01:37] ,ability_2_used,12.08,2팀,Someone,라인하르트,0
[00:01:37] ,ability_1_used,12.11,1팀,FiXa,미즈키,0
[00:01:38] ,ability_1_used,12.50,2팀,ChiYo,루시우,0
[00:01:38] ,****,12.50,1팀,eisgnom,시그마,2팀,Someone,라인하르트,Primary Fire,39.48,0,0
[00:01:38] ,ability_2_used,12.50,1팀,kevster,프레야,0
[00:01:38] ,defensive_assist,12.74,1팀,Landon,키리코,0
[00:01:38] ,defensive_assist,12.75,1팀,FiXa,미즈키,0
[00:01:38] ,ability_2_used,13.12,1팀,eisgnom,시그마,0
[00:01:38] ,ability_1_used,13.25,1팀,Landon,키리코,0
[00:01:39] ,****,14.35,2팀,CheckMate,시메트라,1팀,eisgnom,시그마,Primary Fire,2.35,0,0
[00:01:39] ,ability_1_used,14.35,1팀,Seicoe,시메트라,0
[00:01:40] ,defensive_assist,14.59,2팀,Fielder,바티스트,0
[00:01:40] ,offensive_assist,14.72,2팀,ChiYo,루시우,0
[00:01:40] ,ability_1_used,14.98,2팀,ChiYo,루시우,0
[00:01:40] ,ability_2_used,15.38,1팀,Seicoe,시메트라,0
[00:01:41] ,ability_1_used,15.52,1팀,kevster,프레야,0
[00:01:41] ,ability_2_used,15.60,1팀,FiXa,미즈키,0
[00:01:41] ,ability_1_used,16.19,2팀,ChiYo,루시우,0
[00:01:41] ,****,16.21,2팀,MER1T,바스티온,1팀,kevster,프레야,Primary Fire,25,True,0
[00:01:42] ,defensive_assist,16.48,2팀,Fielder,바티스트,0
[00:01:42] ,ability_1_used,17.42,2팀,ChiYo,루시우,0
[00:01:43] ,ability_1_used,17.95,2팀,Fielder,바티스트,0
[00:01:44] ,****,18.94,2팀,ChiYo,루시우,1팀,FiXa,미즈키,Melee,17.61,0,0
[00:01:44] ,defensive_assist,19.31,2팀,Fielder,바티스트,0
[00:01:44] ,ability_2_used,19.42,2팀,CheckMate,시메트라,0
[00:01:45] ,ability_1_used,20.38,2팀,ChiYo,루시우,0
[00:01:47] ,ability_1_used,21.95,1팀,Landon,키리코,0
[00:01:47] ,ability_1_used,22.37,2팀,ChiYo,루시우,0
[00:01:47] ,ability_2_used,22.40,1팀,Landon,키리코,0
[00:01:48] ,****,22.51,1팀,Seicoe,시메트라,2팀,MER1T,바스티온,Primary Fire,16.51,0,0
[00:01:48] ,defensive_assist,22.67,1팀,Landon,키리코,0
[00:01:48] ,ability_2_used,22.93,2팀,ChiYo,루시우,0
[00:01:49] ,ability_1_used,23.52,2팀,ChiYo,루시우,0
[00:01:49] ,****,23.92,2팀,ChiYo,루시우,1팀,Landon,키리코,Primary Fire,5.35,0,0
[00:01:49] ,defensive_assist,24.00,2팀,Fielder,바티스트,0
[00:01:49] ,defensive_assist,24.11,2팀,ChiYo,루시우,0
[00:01:50] ,****,24.72,2팀,ChiYo,루시우,1팀,Seicoe,시메트라,Secondary Fire,18.26,0,0
[00:01:50] ,defensive_assist,24.93,2팀,Fielder,바티스트,0
[00:01:50] ,defensive_assist,25.04,2팀,ChiYo,루시우,0
[00:01:50] ,ability_1_used,25.42,2팀,ChiYo,루시우,0
[00:01:51] ,ability_1_used,26.06,2팀,Someone,라인하르트,0
[00:01:53] ,ability_1_used,28.03,2팀,ChiYo,루시우,0
[00:01:54] ,ability_1_used,28.98,1팀,kevster,프레야,0
[00:01:56] ,ability_1_used,31.07,2팀,CheckMate,시메트라,0
[00:01:57] ,hero_swap,31.55,1팀,FiXa,루시우,미즈키,31.55
[00:01:57] ,ability_1_used,31.55,1팀,FiXa,루시우,0
[00:01:57] ,ability_1_used,31.89,2팀,CheckMate,시메트라,0
[00:01:58] ,ability_1_used,32.83,2팀,CheckMate,시메트라,0
[00:01:58] ,ability_1_used,32.83,1팀,kevster,프레야,0
[00:02:02] ,ability_1_used,36.51,1팀,Landon,키리코,0
[00:02:02] ,ability_2_used,37.20,2팀,CheckMate,시메트라,0
[00:02:05] ,ability_2_used,39.66,1팀,Seicoe,시메트라,0
[00:02:07] ,payload_progress,42.29,1,2팀,0,10.02
[00:02:09] ,ability_2_used,44.16,2팀,Someone,라인하르트,0
[00:02:10] ,ability_1_used,44.43,2팀,CheckMate,시메트라,0
[00:02:11] ,ability_1_used,45.87,1팀,Seicoe,시메트라,0
[00:02:12] ,ability_1_used,46.46,1팀,Seicoe,시메트라,0
[00:02:12] ,ability_2_used,46.67,1팀,kevster,프레야,0
[00:02:12] ,ability_1_used,47.12,2팀,ChiYo,루시우,0
[00:02:12] ,ability_1_used,47.12,1팀,Seicoe,시메트라,0
[00:02:13] ,ability_1_used,47.74,1팀,kevster,프레야,0
[00:02:13] ,ability_1_used,48.17,2팀,ChiYo,루시우,0
[00:02:13] ,ability_1_used,48.25,1팀,kevster,프레야,0
[00:02:15] ,ability_1_used,49.74,2팀,ChiYo,루시우,0
[00:02:19] ,ability_1_used,53.58,2팀,ChiYo,루시우,0
[00:02:19] ,ability_1_used,54.06,1팀,FiXa,루시우,0
[00:02:19] ,ability_1_used,54.16,1팀,kevster,프레야,0
[00:02:20] ,ability_1_used,54.69,2팀,ChiYo,루시우,0
[00:02:20] ,ability_2_used,54.91,2팀,Someone,라인하르트,0
[00:02:22] ,payload_progress,56.51,1,2팀,0,20.02
[00:02:22] ,ability_1_used,57.34,1팀,kevster,프레야,0
[00:02:22] ,ability_2_used,57.41,2팀,Someone,라인하르트,0
[00:02:23] ,ability_2_used,58.11,1팀,FiXa,루시우,0
[00:02:25] ,ability_1_used,59.71,2팀,Fielder,바티스트,0
[00:02:26] ,ability_1_used,60.64,2팀,ChiYo,루시우,0
[00:02:27] ,ability_1_used,62.01,2팀,CheckMate,시메트라,0
[00:02:27] ,ability_2_used,62.37,2팀,Someone,라인하르트,0
[00:02:28] ,ability_1_used,62.99,1팀,kevster,프레야,0
[00:02:31] ,ability_2_used,65.81,1팀,kevster,프레야,0
[00:02:31] ,ultimate_charged,66.01,1팀,kevster,프레야,0,1
[00:02:33] ,ability_2_used,68.13,2팀,Someone,라인하르트,0
[00:02:33] ,ability_1_used,68.21,1팀,kevster,프레야,0
[00:02:34] ,ultimate_start,68.77,1팀,kevster,프레야,0,1
[00:02:34] ,ultimate_end,69.41,1팀,kevster,프레야,0,1
[00:02:35] ,ability_2_used,69.95,1팀,Seicoe,시메트라,0
[00:02:35] ,ability_2_used,70.41,2팀,Fielder,바티스트,0
[00:02:36] ,ability_2_used,71.29,2팀,ChiYo,루시우,0
[00:02:37] ,ability_1_used,71.52,1팀,FiXa,루시우,0
[00:02:37] ,ability_2_used,71.73,1팀,eisgnom,시그마,0
[00:02:37] ,ability_1_used,72.35,2팀,Fielder,바티스트,0
[00:02:38] ,ability_1_used,72.53,1팀,kevster,프레야,0
[00:02:38] ,****,73.40,1팀,kevster,프레야,2팀,ChiYo,루시우,0,79.21,0,0
[00:02:39] ,offensive_assist,73.44,1팀,eisgnom,시그마,0
[00:02:39] ,defensive_assist,73.80,1팀,Landon,키리코,0
[00:02:39] ,ability_2_used,74.03,2팀,Someone,라인하르트,0
[00:02:40] ,ability_2_used,75.10,1팀,FiXa,루시우,0
[00:02:41] ,ability_1_used,75.72,1팀,FiXa,루시우,0
[00:02:41] ,ability_2_used,76.00,1팀,kevster,프레야,0
[00:02:42] ,ability_1_used,76.59,1팀,Seicoe,시메트라,0
[00:02:42] ,ability_1_used,76.88,1팀,kevster,프레야,0
[00:02:43] ,****,78.22,1팀,kevster,프레야,2팀,MER1T,바스티온,0,79.43,0,0
[00:02:44] ,offensive_assist,78.52,1팀,FiXa,루시우,0
[00:02:44] ,defensive_assist,78.52,1팀,FiXa,루시우,0
[00:02:44] ,ability_1_used,78.52,1팀,FiXa,루시우,0
[00:02:44] ,ultimate_charged,79.15,1팀,Landon,키리코,0,1
[00:02:45] ,ability_1_used,79.53,1팀,FiXa,루시우,0
[00:02:45] ,ability_1_used,79.88,1팀,Seicoe,시메트라,0
[00:02:45] ,ability_2_used,79.96,2팀,CheckMate,시메트라,0
[00:02:45] ,ultimate_charged,80.01,2팀,CheckMate,시메트라,0,1
[00:02:45] ,ability_1_used,80.14,2팀,Someone,라인하르트,0
[00:02:46] ,ability_1_used,80.81,1팀,kevster,프레야,0
[00:02:47] ,ability_2_used,81.58,2팀,Someone,라인하르트,0
[00:02:48] ,****,83.07,1팀,eisgnom,시그마,2팀,Someone,라인하르트,Melee,14.76,0,0
[00:02:48] ,defensive_assist,83.20,1팀,Landon,키리코,0
[00:02:48] ,offensive_assist,83.21,1팀,FiXa,루시우,0
[00:02:48] ,defensive_assist,83.21,1팀,FiXa,루시우,0
[00:02:50] ,ability_1_used,84.62,1팀,FiXa,루시우,0
[00:02:50] ,ability_1_used,84.75,2팀,CheckMate,시메트라,0
[00:02:50] ,ability_1_used,85.10,1팀,kevster,프레야,0
[00:02:51] ,ability_1_used,85.48,2팀,ChiYo,루시우,0
[00:02:51] ,ability_1_used,86.01,1팀,FiXa,루시우,0
[00:02:52] ,ability_2_used,86.64,1팀,kevster,프레야,0
[00:02:52] ,ability_2_used,86.78,1팀,Seicoe,시메트라,0
[00:02:52] ,ability_1_used,86.81,1팀,Landon,키리코,0
[00:02:54] ,ability_1_used,88.46,1팀,kevster,프레야,0
[00:02:54] ,****,88.99,1팀,FiXa,루시우,2팀,Fielder,바티스트,Secondary Fire,20.51,0,0
[00:02:54] ,ability_1_used,89.21,1팀,Seicoe,시메트라,0
[00:02:54] ,defensive_assist,89.36,1팀,Landon,키리코,0
[00:02:55] ,ability_2_used,90.30,1팀,FiXa,루시우,0
[00:02:55] ,ability_1_used,90.38,1팀,FiXa,루시우,0
[00:02:56] ,ability_2_used,90.96,2팀,ChiYo,루시우,0
[00:02:57] ,ability_1_used,92.06,1팀,FiXa,루시우,0
[00:02:58] ,ability_1_used,92.48,1팀,Seicoe,시메트라,0
[00:02:59] ,ultimate_charged,93.53,2팀,ChiYo,루시우,0,1
[00:03:01] ,ability_1_used,95.45,2팀,ChiYo,루시우,0
[00:03:02] ,ability_1_used,96.57,1팀,FiXa,루시우,0
[00:03:03] ,ability_2_used,97.71,1팀,eisgnom,시그마,0
[00:03:05] ,ability_2_used,99.79,1팀,kevster,프레야,0
[00:03:05] ,ability_2_used,100.20,2팀,CheckMate,시메트라,0
[00:03:06] ,ability_2_used,101.05,1팀,Seicoe,시메트라,0
[00:03:06] ,ultimate_charged,101.23,2팀,MER1T,바스티온,0,1
[00:03:06] ,ability_1_used,101.28,1팀,FiXa,루시우,0
[00:03:06] ,ability_1_used,101.31,2팀,Fielder,바티스트,0
[00:03:07] ,ultimate_start,101.50,2팀,CheckMate,시메트라,0,1
[00:03:07] ,ability_1_used,101.84,1팀,kevster,프레야,0
[00:03:07] ,ability_1_used,102.01,2팀,MER1T,바스티온,0
[00:03:07] ,ability_1_used,102.17,1팀,FiXa,루시우,0
[00:03:08] ,ability_2_used,102.52,2팀,Someone,라인하르트,0
[00:03:08] ,ultimate_charged,102.57,1팀,eisgnom,시그마,0,1
[00:03:08] ,ultimate_start,102.60,1팀,eisgnom,시그마,0,1
[00:03:08] ,ability_1_used,103.16,2팀,ChiYo,루시우,0
[00:03:09] ,ability_1_used,103.48,1팀,FiXa,루시우,0
[00:03:09] ,ability_1_used,103.75,1팀,Seicoe,시메트라,0
[00:03:11] ,ability_2_used,105.95,2팀,Fielder,바티스트,0
[00:03:11] ,ability_2_used,106.06,1팀,FiXa,루시우,0
[00:03:12] ,ultimate_end,106.81,1팀,eisgnom,시그마,0,1
[00:03:12] ,ability_1_used,106.83,1팀,eisgnom,시그마,0
[00:03:12] ,ability_2_used,106.99,2팀,ChiYo,루시우,0
[00:03:12] ,ability_2_used,107.23,2팀,Someone,라인하르트,0
[00:03:13] ,ability_1_used,107.96,1팀,Seicoe,시메트라,0
[00:03:13] ,ability_1_used,108.04,1팀,Landon,키리코,0
[00:03:14] ,ability_2_used,108.63,1팀,Landon,키리코,0
[00:03:14] ,****,108.65,2팀,CheckMate,시메트라,1팀,eisgnom,시그마,Primary Fire,12.80,0,0
[00:03:14] ,defensive_assist,108.70,2팀,ChiYo,루시우,0
[00:03:14] ,ultimate_start,108.89,1팀,Landon,키리코,0,1
[00:03:14] ,defensive_assist,109.11,2팀,Fielder,바티스트,0
[00:03:15] ,ability_1_used,109.63,2팀,ChiYo,루시우,0
[00:03:15] ,ultimate_start,109.82,2팀,Fielder,바티스트,0,0
