[00:00:00] ,match_start,0,네온 교차로,혼합,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:10] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:00:10] ,hero_spawn,0,2팀,eisgnom,레킹볼,0,0
[00:00:11] ,hero_spawn,0,1팀,Someone,시그마,0,0
[00:00:14] ,hero_spawn,0,2팀,Seicoe,시메트라,0,0
[00:00:16] ,hero_spawn,0,2팀,Landon,키리코,0,0
[00:00:19] ,hero_spawn,0,1팀,CheckMate,캐서디,0,0
[00:00:19] ,hero_spawn,0,2팀,FiXa,미즈키,0,0
[00:00:21] ,hero_swap,0,2팀,FiXa,주노,미즈키,0
[00:00:22] ,hero_swap,0,2팀,FiXa,제트팩 캣,주노,0
[00:00:25] ,hero_spawn,0,2팀,kevster,캐서디,0,0
[00:00:29] ,hero_swap,0,1팀,CheckMate,시메트라,캐서디,0
[00:00:31] ,hero_spawn,0,1팀,ChiYo,미즈키,0,0
[00:00:59] ,hero_spawn,0,1팀,MER1T,캐서디,0,0
[00:01:09] ,hero_swap,0,2팀,eisgnom,윈스턴,레킹볼,0
[00:01:10] ,hero_swap,0,2팀,eisgnom,시그마,윈스턴,0
[00:01:18] ,hero_swap,0,2팀,kevster,프레야,캐서디,0
[00:01:21] ,hero_swap,0,2팀,kevster,캐서디,프레야,0
[00:01:22] ,hero_swap,0,2팀,FiXa,주노,제트팩 캣,0
[00:01:24] ,setup_complete,0,1,239.99
[00:01:24] ,ability_2_used,0.02,1팀,Someone,시그마,0
[00:01:25] ,hero_swap,1.01,2팀,FiXa,브리기테,주노,1.01
[00:01:27] ,ability_1_used,2.64,2팀,kevster,캐서디,0
[00:01:33] ,ability_2_used,8.83,2팀,FiXa,브리기테,0
[00:01:33] ,ability_1_used,9.23,1팀,CheckMate,시메트라,0
[00:01:37] ,ability_2_used,12.72,2팀,FiXa,브리기테,0
[00:01:37] ,ability_2_used,13.26,2팀,Seicoe,시메트라,0
