[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:10] ,hero_spawn,0,1팀,Fielder,미즈키,0,0
[00:00:10] ,hero_spawn,0,1팀,ChiYo,주노,0,0
[00:00:14] ,hero_spawn,0,2팀,MAX,마우가,0,0
[00:00:16] ,hero_spawn,0,2팀,STALK3R,시온,0,0
[00:00:16] ,hero_spawn,0,1팀,SP1NT,시온,0,0
[00:00:19] ,hero_spawn,0,1팀,HanBin,D.Va,0,0
[00:00:22] ,hero_swap,0,2팀,STALK3R,소전,시온,0
[00:00:31] ,hero_spawn,0,1팀,CheckMate,벤데타,0,0
[00:00:35] ,hero_swap,0,1팀,HanBin,마우가,D.Va,0
[00:00:37] ,hero_spawn,0,2팀,CH0R0NG,루시우,0,0
[00:00:41] ,hero_spawn,0,2팀,HeeSang,리퍼,0,0
[00:00:49] ,hero_spawn,0,2팀,vigilante,미즈키,0,0
[00:00:53] ,hero_swap,0,2팀,STALK3R,벤데타,소전,0
[00:00:57] ,hero_swap,0,2팀,HeeSang,시메트라,리퍼,0
[00:01:23] ,hero_swap,0,2팀,HeeSang,리퍼,시메트라,0
[00:01:27] ,hero_swap,0,1팀,SP1NT,시메트라,시온,0
[00:01:28] ,hero_swap,0,2팀,HeeSang,시메트라,리퍼,0
[00:01:29] ,hero_swap,0,2팀,vigilante,모이라,미즈키,0
[00:01:30] ,setup_complete,0,1,29.99
[00:01:30] ,ability_1_used,0.02,2팀,CH0R0NG,루시우,0
[00:01:30] ,ability_2_used,0.02,2팀,HeeSang,시메트라,0
[00:01:31] ,ability_2_used,1.41,1팀,SP1NT,시메트라,0
[00:01:32] ,ability_1_used,2.54,2팀,vigilante,모이라,0
[00:01:32] ,ability_1_used,2.69,1팀,HanBin,마우가,0
[00:01:32] ,ability_2_used,2.83,1팀,ChiYo,주노,0
[00:01:32] ,hero_swap,2.88,2팀,HeeSang,리퍼,시메트라,2.88
[00:01:33] ,hero_swap,2.98,1팀,SP1NT,시온,시메트라,2.98
[00:01:33] ,ability_1_used,3.07,1팀,Fielder,미즈키,0
[00:01:33] ,ability_2_used,3.28,1팀,CheckMate,벤데타,0
[00:01:33] ,ability_2_used,3.50,2팀,STALK3R,벤데타,0
[00:01:33] ,ability_1_used,3.54,2팀,MAX,마우가,0
[00:01:33] ,ability_2_used,3.79,2팀,CH0R0NG,루시우,0
[00:01:34] ,ability_2_used,3.92,2팀,HeeSang,리퍼,0
[00:01:34] ,ability_1_used,3.97,1팀,SP1NT,시온,0
[00:01:34] ,ability_1_used,3.97,1팀,ChiYo,주노,0
[00:01:34] ,ability_2_used,4.51,1팀,SP1NT,시온,0
[00:01:34] ,ability_2_used,4.54,2팀,vigilante,모이라,0
[00:01:44] ,ability_1_used,14.40,2팀,CH0R0NG,루시우,0
[00:01:47] ,ability_2_used,17.15,1팀,CheckMate,벤데타,0
[00:01:47] ,ability_1_used,17.44,2팀,CH0R0NG,루시우,0
[00:01:47] ,ability_1_used,17.50,2팀,MAX,마우가,0
[00:01:47] ,ability_1_used,17.90,2팀,STALK3R,벤데타,0
[00:01:48] ,ability_2_used,18.21,1팀,ChiYo,주노,0
[00:01:48] ,ability_1_used,18.30,1팀,HanBin,마우가,0
[00:01:48] ,ability_1_used,18.86,1팀,Fielder,미즈키,0
[00:01:49] ,ability_1_used,18.98,1팀,ChiYo,주노,0
[00:01:49] ,ability_1_used,18.99,2팀,vigilante,모이라,0
[00:01:49] ,ability_2_used,19.23,2팀,STALK3R,벤데타,0
[00:01:49] ,ability_2_used,19.41,2팀,HeeSang,리퍼,0
[00:01:50] ,ability_2_used,19.97,2팀,CH0R0NG,루시우,0
[00:01:50] ,ability_1_used,20.53,1팀,SP1NT,시온,0
[00:01:51] ,ability_1_used,21.41,1팀,CheckMate,벤데타,0
[00:01:52] ,****,22.82,2팀,HeeSang,리퍼,1팀,ChiYo,주노,Primary Fire,0.46,0,0
[00:01:53] ,defensive_assist,23.09,2팀,vigilante,모이라,0
[00:01:53] ,offensive_assist,23.10,2팀,CH0R0NG,루시우,0
[00:01:53] ,defensive_assist,23.10,2팀,CH0R0NG,루시우,0
[00:01:53] ,offensive_assist,23.17,2팀,MAX,마우가,0
[00:01:54] ,ability_2_used,24.64,1팀,SP1NT,시온,0
[00:01:55] ,ability_2_used,25.01,2팀,MAX,마우가,0
[00:01:55] ,ability_1_used,25.15,2팀,MAX,마우가,0
[00:01:55] ,ability_2_used,25.18,1팀,HanBin,마우가,0
[00:01:56] ,ability_2_used,26.24,2팀,vigilante,모이라,0
[00:01:56] ,ability_2_used,26.37,1팀,Fielder,미즈키,0
[00:01:57] ,ability_1_used,27.23,1팀,SP1NT,시온,0
[00:01:58] ,****,28.03,2팀,STALK3R,벤데타,1팀,SP1NT,시온,Primary Fire,65,0,0
[00:01:58] ,ability_2_used,28.03,2팀,STALK3R,벤데타,0
[00:01:58] ,defensive_assist,28.30,2팀,vigilante,모이라,0
[00:01:58] ,offensive_assist,28.32,2팀,MAX,마우가,0
[00:01:58] ,defensive_assist,28.32,2팀,MAX,마우가,0
[00:01:58] ,ability_1_used,28.45,1팀,HanBin,마우가,0
[00:01:58] ,ability_1_used,28.90,2팀,HeeSang,리퍼,0
[00:01:59] ,****,29.07,2팀,vigilante,모이라,1팀,CheckMate,벤데타,Secondary Fire,11.50,0,0
[00:01:59] ,defensive_assist,29.25,2팀,vigilante,모이라,0
[00:01:59] ,defensive_assist,29.26,2팀,MAX,마우가,0
[00:01:59] ,ability_1_used,29.68,2팀,vigilante,모이라,0
[00:02:01] ,ability_1_used,31.23,2팀,STALK3R,벤데타,0
[00:02:01] ,****,31.78,2팀,STALK3R,벤데타,1팀,HanBin,마우가,Ability 1,60.16,0,0
