[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:08] ,hero_spawn,0,2팀,Someone,라마트라,0,0
[00:00:13] ,hero_spawn,0,1팀,shy,프레야,0,0
[00:00:15] ,hero_spawn,0,2팀,ChiYo,브리기테,0,0
[00:00:19] ,hero_spawn,0,2팀,SP1NT,솜브라,0,0
[00:00:22] ,hero_swap,0,2팀,SP1NT,시메트라,솜브라,0
[00:00:27] ,hero_spawn,0,1팀,LeeSooMin,루시우,0,0
[00:00:35] ,hero_spawn,0,1팀,Guxue,메르시,0,0
[00:00:40] ,hero_spawn,0,1팀,MAKA,주노,0,0
[00:00:44] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:01:19] ,hero_spawn,0,2팀,MER1T,소전,0,0
[00:01:20] ,hero_spawn,0,1팀,EVAEL,트레이서,0,0
[00:01:21] ,hero_swap,0,1팀,EVAEL,시메트라,트레이서,0
[00:01:25] ,hero_swap,0,1팀,Guxue,라마트라,메르시,0
[00:01:29] ,hero_swap,0,2팀,MER1T,프레야,소전,0
[00:01:32] ,hero_swap,0,2팀,MER1T,소전,프레야,0
[00:01:37] ,hero_swap,0,1팀,Guxue,마우가,라마트라,0
[00:01:39] ,hero_swap,0,2팀,MER1T,프레야,소전,0
[00:01:41] ,ability_1_used,0,1팀,LeeSooMin,루시우,0
[00:01:41] ,setup_complete,0,1,29.99
[00:01:41] ,ability_2_used,0.62,1팀,EVAEL,시메트라,0
[00:01:42] ,ability_2_used,1.44,2팀,SP1NT,시메트라,0
[00:01:42] ,hero_swap,1.79,1팀,MAKA,키리코,주노,1.79
[00:01:43] ,ability_2_used,2.10,1팀,LeeSooMin,루시우,0
[00:01:43] ,ability_1_used,2.67,1팀,Guxue,마우가,0
[00:01:44] ,ability_1_used,2.85,1팀,shy,프레야,0
[00:01:44] ,hero_swap,3.17,1팀,EVAEL,시온,시메트라,3.17
[00:01:44] ,ability_1_used,3.23,2팀,MER1T,프레야,0
[00:01:44] ,ability_1_used,3.47,1팀,shy,프레야,0
[00:01:44] ,ability_1_used,3.62,1팀,EVAEL,시온,0
[00:01:45] ,ability_2_used,4.02,1팀,EVAEL,시온,0
