[00:00:00] ,match_start,0,샴발리 수도원,호위,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:13] ,hero_spawn,0,1팀,CheckMate,시에라,0,0
[00:00:33] ,hero_spawn,0,2팀,kellex,아나,0,0
[00:00:37] ,hero_spawn,0,2팀,LBBD7,라인하르트,0,0
[00:00:37] ,hero_spawn,0,1팀,Someone,시그마,0,0
[00:00:38] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:00:42] ,hero_swap,0,1팀,Fielder,제트팩 캣,키리코,0
[00:00:48] ,hero_spawn,0,2팀,Risk,도미나,0,0
[00:00:55] ,hero_swap,0,1팀,Someone,라인하르트,시그마,0
[00:00:59] ,hero_spawn,0,1팀,MER1T,바스티온,0,0
[00:01:01] ,hero_spawn,0,2팀,FiNN,키리코,0,0
[00:01:02] ,hero_spawn,0,2팀,AlphaYi,시메트라,0,0
[00:01:04] ,hero_swap,0,2팀,kellex,루시우,아나,0
[00:01:19] ,hero_spawn,0,1팀,ChiYo,루시우,0,0
[00:01:20] ,hero_swap,0,1팀,Fielder,키리코,제트팩 캣,0
[00:01:38] ,hero_swap,0,1팀,CheckMate,시메트라,시에라,0
[00:01:46] ,hero_swap,0,2팀,LBBD7,바스티온,라인하르트,0
[00:02:06] ,hero_swap,0,2팀,FiNN,바티스트,키리코,0
[00:02:10] ,setup_complete,0,1,239.99
[00:02:10] ,ability_1_used,0.02,1팀,ChiYo,루시우,0
[00:02:10] ,ability_1_used,0.02,2팀,kellex,루시우,0
[00:02:10] ,ability_2_used,0.54,1팀,Someone,라인하르트,0
[00:02:11] ,ability_2_used,0.69,2팀,Risk,도미나,0
[00:02:11] ,ability_1_used,1.38,2팀,FiNN,바티스트,0
[00:02:11] ,ability_2_used,1.60,1팀,Someone,라인하르트,0
[00:02:12] ,hero_swap,2.54,2팀,FiNN,키리코,바티스트,2.54
[00:02:13] ,ability_1_used,3.38,2팀,AlphaYi,시메트라,0
[00:02:15] ,ability_2_used,5.49,2팀,AlphaYi,시메트라,0
[00:02:16] ,ability_1_used,6.22,2팀,kellex,루시우,0
[00:02:17] ,ability_2_used,7.06,1팀,CheckMate,시메트라,0
[00:02:18] ,ability_1_used,8.00,2팀,LBBD7,바스티온,0
[00:02:18] ,ability_1_used,8.54,1팀,MER1T,바스티온,0
[00:02:19] ,ability_2_used,8.85,1팀,Someone,라인하르트,0
[00:02:19] ,ability_1_used,9.41,1팀,Fielder,키리코,0
[00:02:19] ,ability_1_used,9.55,2팀,AlphaYi,시메트라,0
[00:02:21] ,ability_2_used,10.75,1팀,Fielder,키리코,0
[00:02:22] ,ability_1_used,12.22,2팀,kellex,루시우,0
[00:02:24] ,ability_2_used,14.18,1팀,Someone,라인하르트,0
[00:02:25] ,ability_1_used,15.10,2팀,AlphaYi,시메트라,0
[00:02:26] ,ability_1_used,16.46,1팀,CheckMate,시메트라,0
[00:02:27] ,ability_2_used,17.38,1팀,ChiYo,루시우,0
[00:02:27] ,ability_1_used,17.50,1팀,ChiYo,루시우,0
[00:02:28] ,ability_2_used,18.00,2팀,Risk,도미나,0
[00:02:29] ,ability_1_used,18.94,2팀,kellex,루시우,0
[00:02:29] ,ability_2_used,19.06,2팀,AlphaYi,시메트라,0
[00:02:29] ,ability_1_used,19.20,2팀,Risk,도미나,0
[00:02:30] ,ability_2_used,20.21,1팀,Someone,라인하르트,0
[00:02:31] ,ability_2_used,20.64,1팀,Fielder,키리코,0
[00:02:31] ,ability_1_used,21.58,1팀,Fielder,키리코,0
[00:02:32] ,ability_1_used,21.84,1팀,ChiYo,루시우,0
[00:02:32] ,ability_2_used,22.61,1팀,CheckMate,시메트라,0
[00:02:33] ,ability_1_used,23.55,2팀,kellex,루시우,0
[00:02:34] ,ability_1_used,24.34,1팀,ChiYo,루시우,0
[00:02:34] ,ability_1_used,24.40,2팀,LBBD7,바스티온,0
[00:02:36] ,ability_2_used,25.65,1팀,Someone,라인하르트,0
[00:02:36] ,ability_1_used,26.05,2팀,kellex,루시우,0
[00:02:36] ,ability_1_used,26.35,1팀,ChiYo,루시우,0
[00:02:37] ,ability_2_used,26.70,2팀,kellex,루시우,0
[00:02:37] ,ability_1_used,27.38,2팀,AlphaYi,시메트라,0
[00:02:38] ,ability_2_used,27.95,2팀,Risk,도미나,0
[00:02:38] ,ability_1_used,28.00,2팀,FiNN,키리코,0
[00:02:39] ,ability_1_used,29.06,1팀,ChiYo,루시우,0
[00:02:39] ,****,29.25,2팀,Risk,도미나,1팀,MER1T,바스티온,0,7.69,0,0
[00:02:41] ,payload_progress,30.82,1,2팀,0,10.01
[00:02:42] ,ability_1_used,31.73,1팀,CheckMate,시메트라,0
[00:02:42] ,ability_2_used,32.02,1팀,Someone,라인하르트,0
[00:02:43] ,ability_1_used,32.78,1팀,ChiYo,루시우,0
[00:02:46] ,ability_1_used,36.16,2팀,AlphaYi,시메트라,0
[00:02:47] ,ability_1_used,36.67,2팀,kellex,루시우,0
[00:02:47] ,ability_2_used,37.38,2팀,Risk,도미나,0
[00:02:47] ,ability_2_used,37.54,1팀,Someone,라인하르트,0
[00:02:49] ,ability_1_used,38.73,2팀,AlphaYi,시메트라,0
[00:02:50] ,ability_2_used,39.68,1팀,CheckMate,시메트라,0
[00:02:52] ,ability_1_used,42.24,2팀,kellex,루시우,0
[00:02:54] ,ability_2_used,43.98,1팀,Someone,라인하르트,0
[00:02:55] ,ability_1_used,45.26,2팀,AlphaYi,시메트라,0
[00:02:56] ,ability_1_used,46.11,1팀,CheckMate,시메트라,0
[00:02:57] ,payload_progress,47.15,1,2팀,0,20.02
[00:03:03] ,ability_2_used,53.01,1팀,ChiYo,루시우,0
[00:03:03] ,ability_1_used,53.13,1팀,ChiYo,루시우,0
[00:03:04] ,ability_1_used,53.90,2팀,AlphaYi,시메트라,0
[00:03:04] ,ability_2_used,54.00,1팀,Someone,라인하르트,0
[00:03:04] ,ability_2_used,54.38,2팀,Risk,도미나,0
[00:03:06] ,ability_1_used,55.98,1팀,CheckMate,시메트라,0
[00:03:07] ,ability_1_used,57.02,2팀,kellex,루시우,0
[00:03:08] ,ability_2_used,57.76,1팀,Someone,라인하르트,0
[00:03:08] ,ability_1_used,58.56,2팀,kellex,루시우,0
[00:03:09] ,ability_1_used,58.88,2팀,LBBD7,바스티온,0
[00:03:10] ,ability_1_used,60.38,2팀,kellex,루시우,0
[00:03:10] ,ability_2_used,60.54,2팀,AlphaYi,시메트라,0
[00:03:11] ,ability_1_used,61.55,2팀,kellex,루시우,0
[00:03:11] ,payload_progress,61.57,1,2팀,0,30.02
[00:03:12] ,ability_2_used,61.82,2팀,AlphaYi,시메트라,0
[00:03:12] ,ability_1_used,62.09,1팀,MER1T,바스티온,0
[00:03:12] ,ability_2_used,62.13,1팀,Someone,라인하르트,0
[00:03:12] ,ability_1_used,62.35,1팀,ChiYo,루시우,0
[00:03:12] ,ability_2_used,62.51,1팀,CheckMate,시메트라,0
[00:03:13] ,ability_2_used,62.80,2팀,Risk,도미나,0
[00:03:13] ,ability_1_used,63.28,2팀,Risk,도미나,0
[00:03:14] ,ability_2_used,64.13,2팀,kellex,루시우,0
[00:03:14] ,ability_2_used,64.25,1팀,Fielder,키리코,0
[00:03:15] ,ability_2_used,64.64,2팀,FiNN,키리코,0
[00:03:15] ,ultimate_charged,65.10,1팀,Fielder,키리코,0,1
[00:03:16] ,ultimate_start,65.64,1팀,Fielder,키리코,0,1
[00:03:16] ,ability_1_used,65.79,2팀,kellex,루시우,0
[00:03:17] ,ability_1_used,67.18,1팀,ChiYo,루시우,0
[00:03:18] ,ability_1_used,67.63,2팀,AlphaYi,시메트라,0
[00:03:18] ,ability_2_used,67.64,1팀,Someone,라인하르트,0
[00:03:18] ,ability_1_used,67.88,2팀,kellex,루시우,0
[00:03:18] ,ability_2_used,68.25,1팀,ChiYo,루시우,0
[00:03:19] ,ability_1_used,69.58,2팀,kellex,루시우,0
[00:03:20] ,****,70.00,2팀,AlphaYi,시메트라,1팀,MER1T,바스티온,Primary Fire,13.58,0,0
[00:03:20] ,offensive_assist,70.06,2팀,kellex,루시우,0
[00:03:20] ,defensive_assist,70.06,2팀,kellex,루시우,0
[00:03:20] ,defensive_assist,70.12,2팀,FiNN,키리코,0
[00:03:21] ,ultimate_charged,71.08,2팀,LBBD7,바스티온,0,1
[00:03:21] ,ability_2_used,71.20,2팀,Risk,도미나,0
[00:03:21] ,ability_1_used,71.36,2팀,kellex,루시우,0
[00:03:21] ,ability_2_used,71.56,1팀,Someone,라인하르트,0
[00:03:22] ,ultimate_charged,72.59,2팀,Risk,도미나,0,1
