[00:00:00] ,match_start,0,네온 교차로,혼합,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:10] ,hero_spawn,0,1팀,FiNN,키리코,0,0
[00:00:13] ,hero_spawn,0,2팀,MER1T,캐서디,0,0
[00:00:14] ,hero_spawn,0,1팀,kellex,주노,0,0
[00:00:26] ,hero_spawn,0,1팀,ZIYAD,마우가,0,0
[00:00:32] ,hero_spawn,0,1팀,AlphaYi,시메트라,0,0
[00:00:33] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:00:35] ,hero_spawn,0,2팀,Someone,시그마,0,0
[00:00:44] ,hero_swap,0,2팀,Fielder,주노,키리코,0
[00:00:50] ,hero_swap,0,1팀,ZIYAD,시그마,마우가,0
[00:01:00] ,hero_spawn,0,2팀,ChiYo,브리기테,0,0
[00:01:01] ,hero_swap,0,1팀,kellex,미즈키,주노,0
[00:01:02] ,hero_swap,0,2팀,ChiYo,메르시,브리기테,0
[00:01:27] ,hero_swap,0,2팀,MER1T,프레야,캐서디,0
[00:01:32] ,hero_swap,0,2팀,MER1T,캐서디,프레야,0
[00:01:37] ,hero_swap,0,2팀,MER1T,시온,캐서디,0
[00:01:40] ,hero_swap,0,2팀,MER1T,프레야,시온,0
[00:01:47] ,hero_spawn,0,2팀,CheckMate,시메트라,0,0
[00:02:12] ,hero_swap,0,2팀,MER1T,캐서디,프레야,0
[00:02:14] ,hero_swap,0,2팀,Someone,라마트라,시그마,0
[00:02:16] ,hero_swap,0,2팀,ChiYo,브리기테,메르시,0
[00:03:01] ,hero_spawn,0,1팀,LBBD7,시온,0,0
[00:03:06] ,hero_swap,0,2팀,Fielder,젠야타,주노,0
[00:03:07] ,hero_swap,0,2팀,Fielder,주노,젠야타,0
[00:03:07] ,hero_swap,0,1팀,LBBD7,캐서디,시온,0
[00:03:07] ,hero_swap,0,2팀,ChiYo,모이라,브리기테,0
[00:03:10] ,hero_swap,0,2팀,ChiYo,미즈키,모이라,0
[00:03:12] ,hero_swap,0,2팀,ChiYo,키리코,미즈키,0
[00:03:12] ,hero_swap,0,2팀,ChiYo,일리아리,키리코,0
[00:03:14] ,hero_swap,0,2팀,ChiYo,브리기테,일리아리,0
[00:03:15] ,hero_swap,0,2팀,CheckMate,토르비욘,시메트라,0
[00:03:15] ,hero_swap,0,2팀,CheckMate,시메트라,토르비욘,0
[00:03:17] ,setup_complete,0,1,239.99
[00:03:17] ,ability_2_used,0.27,1팀,ZIYAD,시그마,0
[00:03:19] ,hero_swap,1.39,2팀,Fielder,키리코,주노,1.39
[00:03:20] ,ability_1_used,3.12,1팀,LBBD7,캐서디,0
[00:03:25] ,ability_2_used,7.46,2팀,ChiYo,브리기테,0
[00:03:25] ,ability_2_used,8.10,2팀,ChiYo,브리기테,0
[00:03:28] ,hero_swap,10.53,2팀,Fielder,주노,키리코,9.14
[00:03:28] ,ability_1_used,11.06,2팀,Fielder,주노,0
