[00:00:00] ,match_start,0,샴발리 수도원,호위,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:21] ,hero_spawn,0,1팀,Fielder,라이프위버,0,0
[00:00:41] ,hero_spawn,0,1팀,CheckMate,파라,0,0
[00:00:49] ,hero_spawn,0,1팀,Someone,시그마,0,0
[00:01:13] ,hero_spawn,0,2팀,eisgnom,레킹볼,0,0
[00:01:23] ,hero_spawn,0,1팀,MER1T,바스티온,0,0
[00:01:26] ,hero_swap,0,1팀,Fielder,아나,라이프위버,0
[00:01:27] ,hero_swap,0,1팀,MER1T,캐서디,바스티온,0
[00:01:28] ,hero_spawn,0,1팀,ChiYo,브리기테,0,0
[00:01:29] ,hero_spawn,0,2팀,Landon,키리코,0,0
[00:01:29] ,hero_swap,0,1팀,CheckMate,시메트라,파라,0
[00:01:45] ,hero_swap,0,1팀,MER1T,프레야,캐서디,0
[00:01:50] ,hero_swap,0,1팀,MER1T,소전,프레야,0
[00:02:11] ,hero_swap,0,1팀,MER1T,프레야,소전,0
[00:02:22] ,hero_spawn,0,2팀,FiXa,젠야타,0,0
[00:02:27] ,hero_spawn,0,2팀,Seicoe,시메트라,0,0
[00:02:35] ,hero_spawn,0,2팀,kevster,캐서디,0,0
[00:02:45] ,hero_swap,0,2팀,eisgnom,라마트라,레킹볼,0
[00:03:01] ,hero_swap,0,2팀,kevster,프레야,캐서디,0
[00:03:04] ,setup_complete,0,1,239.99
[00:03:05] ,ability_2_used,0.22,1팀,Someone,시그마,0
[00:03:06] ,ability_2_used,1.55,1팀,MER1T,프레야,0
[00:03:07] ,ability_1_used,2.32,2팀,kevster,프레야,0
[00:03:08] ,ability_2_used,3.97,2팀,eisgnom,라마트라,0
[00:03:09] ,ability_1_used,4.27,1팀,MER1T,프레야,0
[00:03:11] ,hero_swap,6.45,2팀,FiXa,주노,젠야타,6.45
[00:03:11] ,ability_2_used,6.91,2팀,FiXa,주노,0
[00:03:12] ,ability_1_used,7.18,2팀,kevster,프레야,0
[00:03:13] ,ability_1_used,8.27,2팀,Landon,키리코,0
[00:03:13] ,hero_swap,8.80,2팀,eisgnom,시그마,라마트라,8.80
[00:03:13] ,hero_swap,8.80,2팀,FiXa,미즈키,주노,2.35
[00:03:13] ,ability_2_used,8.88,1팀,Fielder,아나,0
[00:03:15] ,ability_2_used,10.19,2팀,kevster,프레야,0
[00:03:15] ,ability_1_used,10.96,1팀,CheckMate,시메트라,0
[00:03:16] ,ability_2_used,11.73,1팀,ChiYo,브리기테,0
[00:03:17] ,ability_1_used,12.54,1팀,MER1T,프레야,0
[00:03:17] ,ability_1_used,12.70,2팀,kevster,프레야,0
[00:03:18] ,ability_2_used,14.06,2팀,Seicoe,시메트라,0
[00:03:19] ,ability_1_used,14.21,2팀,kevster,프레야,0
[00:03:19] ,ability_1_used,14.83,1팀,MER1T,프레야,0
[00:03:20] ,ability_2_used,15.84,1팀,MER1T,프레야,0
[00:03:20] ,ability_2_used,16.05,1팀,ChiYo,브리기테,0
[00:03:22] ,ability_1_used,17.81,1팀,MER1T,프레야,0
[00:03:23] ,ability_1_used,19.09,2팀,kevster,프레야,0
[00:03:25] ,ability_1_used,20.22,1팀,CheckMate,시메트라,0
[00:03:25] ,ability_1_used,20.43,2팀,Seicoe,시메트라,0
