[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:09] ,hero_spawn,0,1팀,HanBin,마우가,0,0
[00:00:14] ,hero_spawn,0,2팀,vigilante,루시우,0,0
[00:00:17] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:00:21] ,hero_spawn,0,2팀,HeeSang,리퍼,0,0
[00:00:21] ,hero_spawn,0,1팀,CheckMate,위도우메이커,0,0
[00:00:29] ,hero_spawn,0,2팀,STALK3R,시온,0,0
[00:00:30] ,hero_swap,0,1팀,CheckMate,시메트라,위도우메이커,0
[00:00:32] ,hero_spawn,0,2팀,CH0R0NG,우양,0,0
[00:00:35] ,hero_spawn,0,1팀,ChiYo,루시우,0,0
[00:00:38] ,hero_spawn,0,1팀,MER1T,시온,0,0
[00:01:28] ,hero_swap,0,2팀,vigilante,키리코,루시우,0
[00:01:30] ,hero_swap,0,2팀,CH0R0NG,루시우,우양,0
[00:01:31] ,hero_spawn,0,2팀,MAX,마우가,0,0
[00:01:34] ,hero_swap,0,2팀,vigilante,주노,키리코,0
[00:01:37] ,setup_complete,0,1,29.99
[00:01:37] ,ability_1_used,0.02,1팀,ChiYo,루시우,0
[00:01:37] ,ability_1_used,0.02,2팀,CH0R0NG,루시우,0
[00:01:37] ,ability_2_used,0.62,2팀,vigilante,주노,0
[00:01:38] ,ability_1_used,1.17,2팀,STALK3R,시온,0
[00:01:38] ,ability_1_used,1.34,2팀,MAX,마우가,0
[00:01:38] ,ability_2_used,1.34,1팀,CheckMate,시메트라,0
[00:01:38] ,ability_2_used,1.57,2팀,STALK3R,시온,0
[00:01:39] ,ability_2_used,2.22,1팀,ChiYo,루시우,0
[00:01:40] ,ability_1_used,2.83,1팀,HanBin,마우가,0
[00:01:40] ,ability_1_used,2.85,1팀,MER1T,시온,0
[00:01:40] ,ability_2_used,3.25,1팀,MER1T,시온,0
[00:01:40] ,hero_swap,3.33,2팀,vigilante,키리코,주노,3.33
[00:01:40] ,hero_swap,3.34,1팀,CheckMate,리퍼,시메트라,3.34
[00:01:40] ,ability_1_used,3.54,2팀,vigilante,키리코,0
[00:01:41] ,ability_2_used,4.03,2팀,CH0R0NG,루시우,0
[00:01:41] ,ability_2_used,4.26,1팀,CheckMate,리퍼,0
[00:01:42] ,ability_2_used,5.10,2팀,HeeSang,리퍼,0
[00:01:42] ,ability_1_used,5.22,1팀,Fielder,키리코,0
[00:01:43] ,ability_1_used,6.05,1팀,CheckMate,리퍼,0
[00:01:46] ,ability_1_used,9.76,1팀,ChiYo,루시우,0
[00:01:48] ,ability_1_used,10.94,2팀,vigilante,키리코,0
[00:01:52] ,ability_1_used,15.22,1팀,ChiYo,루시우,0
[00:01:53] ,****,16.26,1팀,CheckMate,리퍼,2팀,HeeSang,리퍼,Primary Fire,1.42,0,0
[00:01:53] ,offensive_assist,16.51,1팀,HanBin,마우가,0
[00:01:53] ,defensive_assist,16.61,1팀,Fielder,키리코,0
[00:01:54] ,ability_1_used,17.04,1팀,ChiYo,루시우,0
[00:01:54] ,ability_1_used,17.31,1팀,HanBin,마우가,0
[00:01:55] ,ability_2_used,17.97,1팀,ChiYo,루시우,0
[00:01:55] ,ability_1_used,18.34,2팀,CH0R0NG,루시우,0
[00:01:55] ,ability_1_used,18.43,2팀,STALK3R,시온,0
[00:01:55] ,ability_1_used,18.46,1팀,ChiYo,루시우,0
[00:01:56] ,ability_2_used,19.31,1팀,HanBin,마우가,0
[00:01:56] ,ability_1_used,19.58,2팀,MAX,마우가,0
[00:01:57] ,****,20.53,1팀,CheckMate,리퍼,2팀,CH0R0NG,루시우,Primary Fire,37.79,0,0
[00:01:57] ,ability_2_used,20.70,2팀,vigilante,키리코,0
[00:01:57] ,offensive_assist,20.72,1팀,ChiYo,루시우,0
[00:01:57] ,defensive_assist,20.72,1팀,ChiYo,루시우,0
[00:01:57] ,offensive_assist,20.75,1팀,HanBin,마우가,0
[00:01:58] ,defensive_assist,20.85,1팀,Fielder,키리코,0
[00:01:58] ,ability_2_used,20.99,2팀,STALK3R,시온,0
[00:01:58] ,ability_2_used,21.76,1팀,CheckMate,리퍼,0
[00:01:59] ,****,22.40,1팀,MER1T,시온,2팀,vigilante,키리코,Primary Fire,55,True,0
[00:01:59] ,defensive_assist,22.59,1팀,ChiYo,루시우,0
[00:01:59] ,defensive_assist,22.61,1팀,HanBin,마우가,0
[00:01:59] ,defensive_assist,22.72,1팀,Fielder,키리코,0
[00:02:00] ,ability_1_used,23.23,1팀,MER1T,시온,0
[00:02:00] ,ability_2_used,23.65,1팀,MER1T,시온,0
[00:02:01] ,ability_2_used,24.05,2팀,MAX,마우가,0
[00:02:01] ,ability_1_used,24.48,2팀,STALK3R,시온,0
[00:02:01] ,ability_1_used,24.72,1팀,Fielder,키리코,0
[00:02:03] ,ability_1_used,26.03,1팀,ChiYo,루시우,0
[00:02:03] ,ability_1_used,26.11,2팀,MAX,마우가,0
[00:02:03] ,ability_1_used,26.35,1팀,HanBin,마우가,0
[00:02:04] ,ability_2_used,27.04,1팀,Fielder,키리코,0
[00:02:04] ,ability_1_used,27.10,1팀,ChiYo,루시우,0
[00:02:04] ,****,27.47,1팀,HanBin,마우가,2팀,STALK3R,시온,0,2.24,0,0
[00:02:04] ,defensive_assist,27.79,1팀,HanBin,마우가,0
[00:02:05] ,defensive_assist,27.89,1팀,Fielder,키리코,0
[00:02:05] ,ability_1_used,28.32,2팀,CH0R0NG,루시우,0
[00:02:06] ,ability_1_used,29.39,1팀,CheckMate,리퍼,0
[00:02:07] ,****,29.95,1팀,MER1T,시온,2팀,MAX,마우가,Primary Fire,16.79,0,0
[00:02:07] ,offensive_assist,30.11,1팀,ChiYo,루시우,0
[00:02:07] ,defensive_assist,30.11,1팀,ChiYo,루시우,0
[00:02:07] ,offensive_assist,30.13,1팀,HanBin,마우가,0
[00:02:07] ,defensive_assist,30.13,1팀,HanBin,마우가,0
[00:02:07] ,defensive_assist,30.22,1팀,Fielder,키리코,0
[00:02:09] ,point_progress,32.67,1,2팀,0,33.39
[00:02:12] ,ability_1_used,34.99,2팀,STALK3R,시온,0
[00:02:12] ,point_progress,35.34,1,2팀,0,66.79
[00:02:12] ,ability_2_used,35.71,2팀,STALK3R,시온,0
[00:02:15] ,point_progress,38.00,1,2팀,0,99.99
[00:02:15] ,objective_captured,38.02,1,1팀,0,0.02,0,0
[00:02:15] ,ability_2_used,38.59,1팀,CheckMate,리퍼,0
[00:02:17] ,ability_1_used,40.54,2팀,MAX,마우가,0
[00:02:18] ,ability_2_used,41.07,1팀,MER1T,시온,0
[00:02:18] ,ability_1_used,41.14,2팀,STALK3R,시온,0
[00:02:19] ,ability_1_used,42.46,1팀,HanBin,마우가,0
[00:02:21] ,ability_1_used,43.89,1팀,MER1T,시온,0
[00:02:21] ,ability_2_used,44.80,2팀,CH0R0NG,루시우,0
[00:02:28] ,ability_2_used,50.90,2팀,HeeSang,리퍼,0
[00:02:31] ,ability_1_used,54.80,2팀,STALK3R,시온,0
[00:02:32] ,ability_2_used,55.20,2팀,STALK3R,시온,0
