[00:00:00] ,match_start,0,왕의 길,혼합,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:09] ,hero_spawn,0,2팀,Bernar,오리사,0,0
[00:00:09] ,hero_spawn,0,2팀,shu,아나,0,0
[00:00:10] ,hero_spawn,0,2팀,Viol2t,일리아리,0,0
[00:00:13] ,hero_spawn,0,1팀,Someone,시그마,0,0
[00:00:13] ,hero_spawn,0,1팀,CheckMate,시온,0,0
[00:00:21] ,hero_swap,0,2팀,shu,키리코,아나,0
[00:00:22] ,hero_spawn,0,2팀,Proper,솜브라,0,0
[00:00:27] ,hero_spawn,0,1팀,ChiYo,미즈키,0,0
[00:00:33] ,hero_swap,0,1팀,CheckMate,시메트라,시온,0
[00:00:36] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:00:38] ,hero_spawn,0,1팀,MER1T,안란,0,0
[00:00:38] ,hero_spawn,0,2팀,knife,리퍼,0,0
[00:00:40] ,hero_swap,0,2팀,knife,위도우메이커,리퍼,0
[00:00:42] ,hero_swap,0,2팀,knife,토르비욘,위도우메이커,0
[00:00:43] ,hero_swap,0,1팀,Someone,라마트라,시그마,0
[00:00:44] ,hero_swap,0,2팀,knife,위도우메이커,토르비욘,0
[00:00:46] ,hero_swap,0,2팀,Viol2t,바티스트,일리아리,0
[00:00:48] ,hero_swap,0,1팀,ChiYo,주노,미즈키,0
[00:00:49] ,hero_swap,0,1팀,MER1T,소전,안란,0
[00:00:58] ,hero_swap,0,2팀,Bernar,시그마,오리사,0
[00:01:02] ,hero_swap,0,2팀,Proper,파라,솜브라,0
[00:01:14] ,hero_swap,0,2팀,Viol2t,라이프위버,바티스트,0
[00:01:20] ,hero_swap,0,2팀,shu,아나,키리코,0
[00:01:20] ,setup_complete,0,1,239.99
[00:01:22] ,ability_2_used,1.73,1팀,CheckMate,시메트라,0
[00:01:22] ,hero_swap,2.13,2팀,Viol2t,바티스트,라이프위버,2.13
[00:01:23] ,hero_swap,2.42,2팀,shu,키리코,아나,2.42
[00:01:25] ,hero_swap,4.53,2팀,knife,소전,위도우메이커,4.53
[00:01:26] ,ability_1_used,5.89,2팀,knife,소전,0
[00:01:31] ,ability_1_used,10.74,1팀,MER1T,소전,0
[00:01:34] ,ability_2_used,13.41,2팀,Proper,파라,0
[00:01:34] ,ability_2_used,13.84,1팀,CheckMate,시메트라,0
[00:01:35] ,ability_2_used,14.30,2팀,Bernar,시그마,0
[00:01:36] ,ability_1_used,15.50,2팀,shu,키리코,0
[00:01:36] ,ability_1_used,15.97,2팀,Proper,파라,0
[00:01:37] ,ability_2_used,16.48,1팀,MER1T,소전,0
[00:01:40] ,ability_1_used,19.86,1팀,CheckMate,시메트라,0
[00:01:41] ,ability_2_used,20.38,2팀,knife,소전,0
[00:01:41] ,ability_1_used,20.43,1팀,CheckMate,시메트라,0
[00:01:43] ,ability_2_used,22.48,1팀,Someone,라마트라,0
[00:01:43] ,ability_1_used,22.96,1팀,ChiYo,주노,0
[00:01:43] ,ability_2_used,23.15,1팀,ChiYo,주노,0
[00:01:44] ,ability_1_used,23.50,1팀,Someone,라마트라,0
[00:01:44] ,ability_1_used,24.06,2팀,knife,소전,0
[00:01:46] ,****,25.39,1팀,MER1T,소전,2팀,Proper,파라,Secondary Fire,125.84,True,0
[00:01:48] ,ability_1_used,27.57,2팀,Bernar,시그마,0
[00:01:48] ,ability_1_used,28.16,1팀,Fielder,키리코,0
[00:01:55] ,ability_2_used,34.77,1팀,MER1T,소전,0
[00:01:56] ,ability_1_used,35.98,2팀,Proper,파라,0
[00:02:00] ,ability_2_used,39.30,1팀,CheckMate,시메트라,0
[00:02:00] ,ability_2_used,39.33,2팀,Bernar,시그마,0
[00:02:01] ,ability_2_used,40.54,2팀,knife,소전,0
[00:02:01] ,ability_1_used,40.70,1팀,Someone,라마트라,0
[00:02:01] ,ability_2_used,40.86,1팀,ChiYo,주노,0
[00:02:01] ,****,40.98,2팀,Viol2t,바티스트,1팀,MER1T,소전,Primary Fire,19.56,0,0
[00:02:01] ,ability_2_used,41.26,1팀,Someone,라마트라,0
[00:02:02] ,ability_1_used,41.79,1팀,ChiYo,주노,0
[00:02:03] ,ability_2_used,42.69,1팀,Fielder,키리코,0
[00:02:03] ,****,42.83,2팀,Bernar,시그마,1팀,Fielder,키리코,Primary Fire,14.68,0,0
[00:02:03] ,defensive_assist,42.91,2팀,shu,키리코,0
[00:02:04] ,ability_1_used,43.97,2팀,knife,소전,0
[00:02:05] ,ability_1_used,44.88,2팀,Viol2t,바티스트,0
[00:02:07] ,ability_2_used,46.50,2팀,Proper,파라,0
[00:02:08] ,****,47.62,2팀,Viol2t,바티스트,1팀,ChiYo,주노,Primary Fire,50,True,0
[00:02:10] ,****,49.30,2팀,Proper,파라,1팀,Someone,라마트라,Primary Fire,50.68,0,0
[00:02:10] ,defensive_assist,49.47,2팀,Viol2t,바티스트,0
[00:02:10] ,defensive_assist,49.49,2팀,shu,키리코,0
[00:02:12] ,ability_1_used,51.53,2팀,knife,소전,0
[00:02:12] ,ability_1_used,51.92,1팀,CheckMate,시메트라,0
[00:02:15] ,ability_2_used,54.96,2팀,Proper,파라,0
[00:02:15] ,point_progress,55.04,1,2팀,0,33.39
[00:02:15] ,ability_1_used,55.23,1팀,MER1T,소전,0
[00:02:16] ,ability_2_used,55.31,1팀,CheckMate,시메트라,0
[00:02:17] ,ability_1_used,57.25,1팀,CheckMate,시메트라,0
[00:02:18] ,ability_1_used,57.36,2팀,Proper,파라,0
[00:02:20] ,ability_1_used,60.21,1팀,ChiYo,주노,0
[00:02:21] ,point_progress,60.37,1,2팀,0,66.69
[00:02:21] ,ability_2_used,60.49,1팀,ChiYo,주노,0
[00:02:25] ,ability_2_used,64.29,2팀,knife,소전,0
[00:02:26] ,ability_1_used,65.92,2팀,shu,키리코,0
[00:02:26] ,point_progress,66.01,1,2팀,0,99.94
[00:02:26] ,objective_updated,66.05,1,0,1
[00:02:26] ,objective_captured,66.05,1,2팀,1,0,0,323.94
[00:02:27] ,ability_2_used,66.54,2팀,Proper,파라,0
[00:02:32] ,ability_1_used,72.00,2팀,knife,소전,0
[00:02:34] ,ability_1_used,73.36,1팀,CheckMate,시메트라,0
[00:02:35] ,ability_2_used,75.15,2팀,Bernar,시그마,0
[00:02:37] ,ability_2_used,77.21,1팀,CheckMate,시메트라,0
[00:02:39] ,ability_1_used,78.57,1팀,Someone,라마트라,0
[00:02:40] ,ability_1_used,79.69,1팀,CheckMate,시메트라,0
[00:02:40] ,ability_2_used,79.72,2팀,Proper,파라,0
[00:02:44] ,ability_2_used,83.52,2팀,knife,소전,0
[00:02:46] ,ability_2_used,85.69,1팀,MER1T,소전,0
[00:02:47] ,payload_progress,86.38,1,2팀,1,10.02
[00:02:47] ,ability_2_used,86.43,2팀,Bernar,시그마,0
[00:02:48] ,ability_1_used,87.93,2팀,Bernar,시그마,0
[00:02:49] ,ability_1_used,88.32,2팀,Viol2t,바티스트,0
[00:02:49] ,ability_1_used,88.51,2팀,Proper,파라,0
[00:02:49] ,ability_2_used,88.73,1팀,Someone,라마트라,0
[00:02:50] ,ability_2_used,90.27,2팀,shu,키리코,0
[00:02:51] ,ability_1_used,90.67,1팀,Someone,라마트라,0
[00:02:52] ,ability_2_used,91.34,2팀,Proper,파라,0
[00:02:52] ,ability_2_used,91.39,1팀,CheckMate,시메트라,0
[00:02:52] ,ability_1_used,91.72,1팀,MER1T,소전,0
[00:02:52] ,ability_1_used,91.72,1팀,ChiYo,주노,0
[00:02:52] ,ability_2_used,91.95,1팀,ChiYo,주노,0
[00:02:52] ,ultimate_charged,91.96,2팀,Viol2t,바티스트,0,1
[00:02:52] ,ability_1_used,92.22,2팀,shu,키리코,0
[00:02:52] ,ability_1_used,92.22,1팀,CheckMate,시메트라,0
[00:02:53] ,ability_1_used,92.33,2팀,knife,소전,0
[00:02:54] ,ability_2_used,93.39,2팀,Viol2t,바티스트,0
[00:02:56] ,ability_1_used,95.80,1팀,CheckMate,시메트라,0
[00:02:58] ,ability_1_used,97.31,1팀,Fielder,키리코,0
[00:03:02] ,ultimate_start,101.98,2팀,Viol2t,바티스트,0,1
[00:03:03] ,ability_1_used,102.36,1팀,MER1T,소전,0
[00:03:03] ,ability_2_used,102.40,1팀,Someone,라마트라,0
[00:03:03] ,ability_1_used,102.48,2팀,Viol2t,바티스트,0
[00:03:03] ,ability_1_used,102.75,1팀,ChiYo,주노,0
[00:03:03] ,ability_2_used,103.10,2팀,Bernar,시그마,0
[00:03:03] ,ability_2_used,103.16,2팀,knife,소전,0
[00:03:04] ,ability_2_used,103.56,2팀,Proper,파라,0
[00:03:04] ,ability_2_used,103.82,1팀,MER1T,소전,0
[00:03:04] ,ultimate_charged,104.22,2팀,shu,키리코,0,1
[00:03:04] ,ability_1_used,104.24,2팀,knife,소전,0
[00:03:05] ,****,104.28,1팀,Someone,라마트라,2팀,Viol2t,바티스트,0,2.27,0,0
[00:03:05] ,ability_1_used,104.60,1팀,Someone,라마트라,0
[00:03:05] ,ability_2_used,104.78,1팀,CheckMate,시메트라,0
[00:03:05] ,****,104.80,1팀,MER1T,소전,2팀,knife,소전,Ability 2,16.64,0,0
[00:03:06] ,ability_2_used,105.34,1팀,Fielder,키리코,0
[00:03:06] ,ability_1_used,105.66,2팀,shu,키리코,0
[00:03:06] ,****,105.77,1팀,Someone,라마트라,2팀,shu,키리코,Ability 1,54.23,0,0
[00:03:06] ,defensive_assist,106.22,1팀,Fielder,키리코,0
[00:03:08] ,ability_2_used,107.79,1팀,ChiYo,주노,0
[00:03:10] ,ability_1_used,109.80,2팀,Bernar,시그마,0
[00:03:10] ,****,110.22,1팀,ChiYo,주노,2팀,Bernar,시그마,Primary Fire,2.28,0,0
[00:03:11] ,ability_1_used,110.59,1팀,MER1T,소전,0
[00:03:12] ,ability_2_used,111.45,2팀,Proper,파라,0
[00:03:12] ,ability_1_used,112.09,2팀,Proper,파라,0
[00:03:13] ,ultimate_end,112.49,2팀,Viol2t,바티스트,0,1
[00:03:13] ,ability_1_used,112.83,1팀,Fielder,키리코,0
[00:03:17] ,ability_1_used,116.43,1팀,CheckMate,시메트라,0
[00:03:18] ,ability_1_used,117.80,1팀,CheckMate,시메트라,0
[00:03:22] ,ability_1_used,121.37,2팀,Bernar,시그마,0
[00:03:25] ,ability_1_used,125.21,1팀,CheckMate,시메트라,0
[00:03:26] ,ability_1_used,126.07,2팀,knife,소전,0
[00:03:30] ,ability_1_used,129.29,2팀,shu,키리코,0
