[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:12] ,hero_spawn,0,2팀,ChiYo,미즈키,0,0
[00:00:12] ,hero_spawn,0,2팀,Someone,마우가,0,0
[00:00:13] ,hero_spawn,0,2팀,SP1NT,벤데타,0,0
[00:00:20] ,hero_swap,0,2팀,SP1NT,파라,벤데타,0
[00:00:21] ,hero_swap,0,2팀,SP1NT,프레야,파라,0
[00:00:23] ,hero_swap,0,2팀,SP1NT,루시우,프레야,0
[00:00:34] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:00:36] ,hero_spawn,0,1팀,FiXa,루시우,0,0
[00:00:37] ,hero_spawn,0,1팀,Landon,키리코,0,0
[00:00:43] ,hero_swap,0,2팀,ChiYo,브리기테,미즈키,0
[00:00:51] ,hero_spawn,0,1팀,eisgnom,시그마,0,0
[00:00:55] ,hero_spawn,0,1팀,Seicoe,시메트라,0,0
[00:00:56] ,hero_swap,0,2팀,ChiYo,라이프위버,브리기테,0
[00:00:56] ,hero_swap,0,2팀,Someone,정커퀸,마우가,0
[00:00:57] ,hero_swap,0,2팀,Someone,자리야,정커퀸,0
[00:01:00] ,hero_spawn,0,2팀,MER1T,소전,0,0
[00:01:05] ,hero_swap,0,2팀,Fielder,주노,키리코,0
[00:01:16] ,hero_spawn,0,1팀,kevster,소전,0,0
[00:01:17] ,hero_swap,0,2팀,ChiYo,바티스트,라이프위버,0
[00:01:19] ,hero_swap,0,2팀,ChiYo,모이라,바티스트,0
[00:01:21] ,hero_swap,0,1팀,kevster,캐서디,소전,0
[00:01:22] ,hero_swap,0,2팀,SP1NT,벤데타,루시우,0
[00:01:24] ,hero_swap,0,1팀,eisgnom,레킹볼,시그마,0
[00:01:27] ,hero_swap,0,1팀,eisgnom,시그마,레킹볼,0
[00:01:27] ,hero_swap,0,2팀,ChiYo,아나,모이라,0
[00:01:28] ,hero_swap,0,2팀,ChiYo,브리기테,아나,0
[00:01:33] ,hero_swap,0,1팀,kevster,소전,캐서디,0
[00:01:40] ,setup_complete,0,1,29.99
[00:01:40] ,ability_1_used,0.02,1팀,FiXa,루시우,0
[00:01:40] ,ability_2_used,0.40,2팀,Fielder,주노,0
[00:01:41] ,ability_2_used,1.33,1팀,Seicoe,시메트라,0
[00:01:42] ,ability_1_used,1.68,2팀,SP1NT,벤데타,0
[00:01:42] ,ability_1_used,1.82,2팀,MER1T,소전,0
[00:01:43] ,ability_2_used,2.85,1팀,FiXa,루시우,0
[00:01:43] ,ability_1_used,3.41,1팀,kevster,소전,0
[00:01:44] ,hero_swap,3.65,2팀,Fielder,키리코,주노,3.65
[00:01:44] ,ability_1_used,4.40,2팀,Fielder,키리코,0
[00:01:49] ,ability_1_used,8.59,1팀,Seicoe,시메트라,0
[00:01:49] ,ability_2_used,8.93,1팀,kevster,소전,0
[00:01:49] ,ability_1_used,9.31,1팀,Seicoe,시메트라,0
[00:01:50] ,ability_1_used,9.89,1팀,Seicoe,시메트라,0
[00:01:51] ,ability_2_used,11.09,2팀,ChiYo,브리기테,0
[00:01:52] ,ability_1_used,11.60,2팀,Fielder,키리코,0
