[00:00:00] ,match_start,0,서킷 로얄,호위,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:08] ,hero_spawn,0,2팀,shu,미즈키,0,0
[00:00:09] ,hero_spawn,0,2팀,Bernar,바티스트,0,0
[00:00:10] ,hero_spawn,0,2팀,Proper,프레야,0,0
[00:00:14] ,hero_spawn,0,1팀,Someone,라인하르트,0,0
[00:00:16] ,hero_spawn,0,2팀,Viol2t,시그마,0,0
[00:00:20] ,hero_spawn,0,1팀,CheckMate,메이,0,0
[00:00:26] ,hero_spawn,0,2팀,knife,마우가,0,0
[00:00:28] ,hero_spawn,0,1팀,ChiYo,주노,0,0
[00:00:28] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:00:31] ,hero_swap,0,1팀,ChiYo,젠야타,주노,0
[00:00:32] ,hero_swap,0,1팀,ChiYo,주노,젠야타,0
[00:00:37] ,hero_spawn,0,1팀,MER1T,소전,0,0
[00:00:41] ,hero_swap,0,2팀,knife,엠레,마우가,0
[00:00:41] ,hero_swap,0,2팀,Bernar,둠피스트,바티스트,0
[00:00:42] ,hero_swap,0,2팀,knife,위도우메이커,엠레,0
[00:00:42] ,hero_swap,0,2팀,Viol2t,루시우,시그마,0
[00:00:44] ,hero_swap,0,2팀,Viol2t,제트팩 캣,루시우,0
[00:00:44] ,hero_swap,0,2팀,Bernar,시그마,둠피스트,0
[00:00:47] ,hero_swap,0,2팀,Viol2t,바티스트,제트팩 캣,0
[00:00:49] ,setup_complete,0,1,239.99
[00:00:50] ,hero_swap,0.88,2팀,Proper,메이,프레야,0.88
[00:00:51] ,ability_1_used,2.59,2팀,shu,미즈키,0
[00:00:53] ,ability_2_used,4.56,1팀,Someone,라인하르트,0
[00:00:55] ,hero_swap,6.27,2팀,knife,소전,위도우메이커,6.27
[00:00:56] ,ability_2_used,7.20,1팀,Someone,라인하르트,0
[00:00:58] ,ability_1_used,9.42,2팀,knife,소전,0
[00:01:01] ,ability_2_used,12.61,1팀,Someone,라인하르트,0
[00:01:02] ,ability_2_used,13.39,1팀,ChiYo,주노,0
[00:01:03] ,ability_2_used,13.90,2팀,Proper,메이,0
[00:01:04] ,ability_2_used,15.30,1팀,CheckMate,메이,0
[00:01:04] ,ability_2_used,15.73,2팀,Bernar,시그마,0
[00:01:05] ,ability_2_used,15.74,1팀,MER1T,소전,0
[00:01:05] ,ability_1_used,16.26,2팀,Viol2t,바티스트,0
[00:01:06] ,ability_1_used,17.26,2팀,Proper,메이,0
[00:01:06] ,ability_1_used,17.50,1팀,ChiYo,주노,0
[00:01:06] ,ability_1_used,17.52,2팀,Bernar,시그마,0
[00:01:08] ,ability_2_used,18.77,2팀,Viol2t,바티스트,0
[00:01:08] ,****,18.90,1팀,CheckMate,메이,2팀,Bernar,시그마,Primary Fire,2.31,0,0
[00:01:08] ,ability_2_used,18.98,2팀,shu,미즈키,0
[00:01:08] ,defensive_assist,19.31,1팀,Fielder,키리코,0
