[00:00:00] ,match_start,0,네온 교차로,혼합,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:10] ,hero_spawn,0,2팀,HeeSang,트레이서,0,0
[00:00:11] ,hero_spawn,0,1팀,Someone,라마트라,0,0
[00:00:24] ,hero_spawn,0,2팀,STALK3R,프레야,0,0
[00:00:35] ,hero_spawn,0,2팀,MAX,라마트라,0,0
[00:00:36] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:00:39] ,hero_spawn,0,2팀,vigilante,키리코,0,0
[00:00:44] ,hero_spawn,0,1팀,ChiYo,제트팩 캣,0,0
[00:00:46] ,hero_spawn,0,1팀,MER1T,프레야,0,0
[00:00:57] ,hero_spawn,0,1팀,SP1NT,트레이서,0,0
[00:00:58] ,hero_swap,0,1팀,Fielder,바티스트,키리코,0
[00:01:00] ,hero_swap,0,1팀,ChiYo,미즈키,제트팩 캣,0
[00:01:09] ,hero_swap,0,1팀,ChiYo,브리기테,미즈키,0
[00:01:58] ,hero_spawn,0,2팀,CH0R0NG,브리기테,0,0
[00:02:06] ,setup_complete,0,1,239.99
[00:02:06] ,ability_2_used,0.02,1팀,Someone,라마트라,0
[00:02:07] ,ability_1_used,0.64,1팀,MER1T,프레야,0
[00:02:08] ,ability_1_used,1.17,2팀,HeeSang,트레이서,0
[00:02:08] ,ability_1_used,1.66,2팀,STALK3R,프레야,0
[00:02:09] ,ability_2_used,2.34,2팀,STALK3R,프레야,0
[00:02:09] ,ability_1_used,2.35,1팀,SP1NT,트레이서,0
[00:02:09] ,ability_2_used,2.50,2팀,CH0R0NG,브리기테,0
[00:02:09] ,ability_1_used,2.90,1팀,SP1NT,트레이서,0
[00:02:10] ,ability_1_used,3.58,2팀,STALK3R,프레야,0
[00:02:12] ,ability_2_used,5.07,1팀,ChiYo,브리기테,0
[00:02:12] ,ability_1_used,6.02,2팀,HeeSang,트레이서,0
[00:02:13] ,ability_1_used,6.14,2팀,STALK3R,프레야,0
[00:02:13] ,ability_1_used,6.32,2팀,HeeSang,트레이서,0
[00:02:14] ,ability_1_used,7.22,1팀,MER1T,프레야,0
[00:02:14] ,ability_2_used,7.25,1팀,ChiYo,브리기테,0
[00:02:15] ,ability_1_used,8.62,1팀,SP1NT,트레이서,0
[00:02:15] ,ability_2_used,8.66,2팀,CH0R0NG,브리기테,0
[00:02:15] ,ability_2_used,8.80,2팀,MAX,라마트라,0
[00:02:16] ,ability_1_used,9.60,1팀,MER1T,프레야,0
[00:02:16] ,ability_2_used,9.63,1팀,ChiYo,브리기테,0
[00:02:17] ,ability_2_used,10.90,2팀,CH0R0NG,브리기테,0
[00:02:19] ,ability_1_used,12.72,2팀,HeeSang,트레이서,0
[00:02:20] ,ability_2_used,13.06,2팀,STALK3R,프레야,0
[00:02:20] ,ability_1_used,13.41,1팀,ChiYo,브리기테,0
[00:02:21] ,ability_1_used,14.10,2팀,HeeSang,트레이서,0
[00:02:21] ,ability_1_used,14.30,1팀,MER1T,프레야,0
[00:02:21] ,ability_2_used,14.32,1팀,Someone,라마트라,0
[00:02:22] ,ability_1_used,15.34,2팀,STALK3R,프레야,0
[00:02:22] ,ability_2_used,15.34,2팀,CH0R0NG,브리기테,0
[00:02:22] ,ability_2_used,15.36,1팀,ChiYo,브리기테,0
[00:02:23] ,ability_2_used,16.16,1팀,MER1T,프레야,0
[00:02:23] ,ability_1_used,16.74,2팀,STALK3R,프레야,0
[00:02:23] ,ability_1_used,16.98,1팀,MER1T,프레야,0
[00:02:25] ,ability_2_used,18.85,2팀,CH0R0NG,브리기테,0
[00:02:26] ,ability_1_used,20.00,1팀,SP1NT,트레이서,0
[00:02:27] ,ability_1_used,20.13,2팀,CH0R0NG,브리기테,0
[00:02:27] ,ability_1_used,20.38,1팀,ChiYo,브리기테,0
[00:02:28] ,ability_1_used,21.92,2팀,STALK3R,프레야,0
[00:02:28] ,ability_1_used,21.92,2팀,HeeSang,트레이서,0
[00:02:28] ,ability_1_used,22.05,1팀,MER1T,프레야,0
[00:02:29] ,ability_2_used,22.80,1팀,ChiYo,브리기테,0
[00:02:30] ,ability_1_used,23.20,1팀,SP1NT,트레이서,0
[00:02:30] ,ability_2_used,23.46,2팀,CH0R0NG,브리기테,0
[00:02:31] ,ability_1_used,24.72,2팀,STALK3R,프레야,0
[00:02:31] ,ability_1_used,24.82,1팀,SP1NT,트레이서,0
[00:02:32] ,ability_2_used,25.23,2팀,STALK3R,프레야,0
[00:02:32] ,ability_1_used,25.28,2팀,HeeSang,트레이서,0
[00:02:32] ,ability_1_used,25.36,1팀,MER1T,프레야,0
[00:02:32] ,ability_1_used,25.76,1팀,Fielder,바티스트,0
[00:02:32] ,ability_1_used,25.90,1팀,SP1NT,트레이서,0
