[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:10] ,hero_spawn,0,2팀,Someone,라마트라,0,0
[00:00:12] ,hero_spawn,0,1팀,Landon,일리아리,0,0
[00:00:12] ,hero_spawn,0,1팀,eisgnom,마우가,0,0
[00:00:16] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:00:17] ,hero_swap,0,1팀,eisgnom,레킹볼,마우가,0
[00:00:17] ,hero_swap,0,1팀,Landon,키리코,일리아리,0
[00:00:20] ,hero_spawn,0,1팀,FiXa,루시우,0,0
[00:00:22] ,hero_spawn,0,1팀,Seicoe,리퍼,0,0
[00:00:29] ,hero_swap,0,1팀,Seicoe,벤데타,리퍼,0
[00:00:29] ,hero_spawn,0,2팀,ChiYo,루시우,0,0
[00:00:48] ,hero_spawn,0,1팀,kevster,리퍼,0,0
[00:00:55] ,hero_spawn,0,2팀,SP1NT,시메트라,0,0
[00:00:59] ,hero_spawn,0,2팀,MER1T,소전,0,0
[00:01:02] ,hero_swap,0,1팀,eisgnom,마우가,레킹볼,0
[00:01:11] ,hero_swap,0,1팀,kevster,겐지,리퍼,0
[00:01:12] ,hero_swap,0,2팀,ChiYo,브리기테,루시우,0
[00:01:13] ,hero_swap,0,1팀,kevster,리퍼,겐지,0
[00:01:13] ,setup_complete,0,1,29.99
[00:01:13] ,ability_1_used,0.02,1팀,FiXa,루시우,0
[00:01:14] ,ability_1_used,1.30,1팀,eisgnom,마우가,0
[00:01:14] ,ability_2_used,1.38,2팀,SP1NT,시메트라,0
[00:01:15] ,ability_2_used,1.95,1팀,Seicoe,벤데타,0
[00:01:16] ,hero_swap,3.25,2팀,SP1NT,트레이서,시메트라,3.25
[00:01:16] ,ability_1_used,3.36,1팀,Seicoe,벤데타,0
[00:01:16] ,ability_1_used,3.42,2팀,MER1T,소전,0
[00:01:17] ,ability_2_used,3.90,1팀,FiXa,루시우,0
[00:01:17] ,ability_1_used,4.24,1팀,Landon,키리코,0
[00:01:17] ,ability_1_used,4.42,2팀,SP1NT,트레이서,0
[00:01:17] ,ability_1_used,4.59,2팀,SP1NT,트레이서,0
[00:01:17] ,ability_1_used,4.74,2팀,SP1NT,트레이서,0
[00:01:19] ,ability_1_used,6.06,2팀,Fielder,키리코,0
[00:01:24] ,ability_2_used,10.94,2팀,MER1T,소전,0
[00:01:25] ,ability_1_used,12.06,1팀,FiXa,루시우,0
[00:01:26] ,ability_1_used,13.04,2팀,SP1NT,트레이서,0
[00:01:28] ,ability_1_used,15.46,1팀,FiXa,루시우,0
[00:01:29] ,ability_1_used,16.46,1팀,FiXa,루시우,0
[00:01:30] ,ability_2_used,16.78,2팀,ChiYo,브리기테,0
[00:01:30] ,ability_1_used,17.17,1팀,eisgnom,마우가,0
[00:01:31] ,ability_1_used,17.76,1팀,FiXa,루시우,0
[00:01:31] ,ability_2_used,18.51,1팀,Seicoe,벤데타,0
[00:01:31] ,ability_1_used,18.70,2팀,SP1NT,트레이서,0
[00:01:32] ,ability_1_used,19.15,1팀,kevster,리퍼,0
[00:01:32] ,ability_1_used,19.26,2팀,SP1NT,트레이서,0
[00:01:32] ,ability_1_used,19.28,2팀,ChiYo,브리기테,0
[00:01:32] ,ability_1_used,19.30,2팀,Fielder,키리코,0
[00:01:33] ,ability_1_used,20.05,1팀,Landon,키리코,0
[00:01:33] ,ability_1_used,20.42,1팀,Seicoe,벤데타,0
[00:01:34] ,ability_2_used,20.80,2팀,ChiYo,브리기테,0
[00:01:34] ,ability_2_used,20.80,2팀,Someone,라마트라,0
[00:01:34] ,ability_2_used,20.90,1팀,FiXa,루시우,0
[00:01:34] ,ability_2_used,21.52,2팀,ChiYo,브리기테,0
[00:01:36] ,ability_2_used,22.88,1팀,kevster,리퍼,0
