[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:08] ,hero_spawn,0,1팀,Proud,캐서디,0,0
[00:00:10] ,hero_spawn,0,1팀,skewed,도미나,0,0
[00:00:10] ,hero_spawn,0,1팀,Bliss,루시우,0,0
[00:00:15] ,hero_swap,0,1팀,skewed,키리코,도미나,0
[00:00:22] ,hero_spawn,0,1팀,ZEST,벤데타,0,0
[00:00:28] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:00:33] ,hero_swap,0,1팀,Proud,겐지,캐서디,0
[00:00:34] ,hero_spawn,0,2팀,ChiYo,루시우,0,0
[00:00:39] ,hero_spawn,0,2팀,Someone,마우가,0,0
[00:00:53] ,hero_spawn,0,2팀,MER1T,소전,0,0
[00:00:54] ,hero_spawn,0,1팀,DONGHAK,해저드,0,0
[00:01:00] ,hero_swap,0,1팀,Proud,시온,겐지,0
[00:01:10] ,hero_spawn,0,2팀,Sp1nt,위도우메이커,0,0
[00:01:12] ,hero_swap,0,1팀,Proud,소전,시온,0
[00:01:18] ,hero_swap,0,2팀,Sp1nt,시온,위도우메이커,0
[00:01:21] ,hero_swap,0,2팀,Fielder,주노,키리코,0
[00:01:22] ,hero_swap,0,1팀,skewed,주노,키리코,0
[00:01:24] ,hero_swap,0,2팀,MER1T,리퍼,소전,0
[00:01:27] ,hero_swap,0,2팀,Sp1nt,겐지,시온,0
[00:01:33] ,hero_swap,0,1팀,skewed,젠야타,주노,0
[00:01:34] ,hero_swap,0,1팀,skewed,주노,젠야타,0
[00:01:34] ,hero_swap,0,2팀,MER1T,시온,리퍼,0
[00:02:04] ,hero_swap,0,1팀,DONGHAK,로드호그,해저드,0
[00:02:15] ,hero_swap,0,1팀,DONGHAK,해저드,로드호그,0
[00:02:22] ,hero_swap,0,1팀,skewed,메르시,주노,0
[00:02:23] ,hero_swap,0,1팀,skewed,주노,메르시,0
[00:02:40] ,hero_swap,0,2팀,Fielder,키리코,주노,0
[00:02:42] ,ability_1_used,0,2팀,ChiYo,루시우,0
[00:02:42] ,ability_1_used,0,1팀,Bliss,루시우,0
[00:02:42] ,setup_complete,0,1,29.99
[00:02:43] ,ability_2_used,0.96,2팀,ChiYo,루시우,0
[00:02:43] ,hero_swap,0.98,1팀,skewed,키리코,주노,0.98
[00:02:43] ,ability_1_used,1.23,2팀,MER1T,시온,0
[00:02:43] ,ability_1_used,1.26,2팀,Someone,마우가,0
[00:02:43] ,ability_2_used,1.26,1팀,Bliss,루시우,0
[00:02:43] ,ability_2_used,1.31,1팀,ZEST,벤데타,0
[00:02:43] ,ability_1_used,1.33,1팀,DONGHAK,해저드,0
[00:02:43] ,ability_1_used,1.42,1팀,Proud,소전,0
[00:02:43] ,ability_1_used,1.79,2팀,Sp1nt,겐지,0
[00:02:44] ,ability_1_used,2.24,1팀,ZEST,벤데타,0
[00:02:44] ,ability_2_used,2.77,2팀,MER1T,시온,0
[00:02:45] ,ability_1_used,3.58,1팀,skewed,키리코,0
[00:02:46] ,ability_1_used,4.11,2팀,Fielder,키리코,0
[00:02:48] ,ability_1_used,6.88,1팀,DONGHAK,해저드,0
[00:02:53] ,ability_1_used,11.22,2팀,ChiYo,루시우,0
[00:02:55] ,ability_1_used,13.01,2팀,ChiYo,루시우,0
[00:02:56] ,ability_1_used,14.22,1팀,Bliss,루시우,0
[00:02:57] ,ability_1_used,15.81,1팀,DONGHAK,해저드,0
[00:02:58] ,ability_1_used,16.43,2팀,MER1T,시온,0
