[00:00:00] ,match_start,0,네온 교차로,혼합,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:07] ,hero_spawn,0,1팀,kellex,아나,0,0
[00:00:23] ,hero_swap,0,1팀,kellex,메르시,아나,0
[00:00:29] ,hero_swap,0,1팀,kellex,제트팩 캣,메르시,0
[00:00:35] ,hero_spawn,0,1팀,FiNN,키리코,0,0
[00:00:38] ,hero_spawn,0,2팀,CheckMate,시메트라,0,0
[00:00:40] ,hero_spawn,0,1팀,LBBD7,소전,0,0
[00:00:43] ,hero_spawn,0,2팀,Someone,시그마,0,0
[00:00:46] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:00:47] ,hero_swap,0,1팀,kellex,루시우,제트팩 캣,0
[00:00:48] ,hero_spawn,0,2팀,ChiYo,미즈키,0,0
[00:00:53] ,hero_spawn,0,1팀,AlphaYi,시메트라,0,0
[00:00:56] ,hero_spawn,0,1팀,Risk,마우가,0,0
[00:01:01] ,hero_spawn,0,2팀,MER1T,캐서디,0,0
[00:01:07] ,hero_swap,0,2팀,ChiYo,주노,미즈키,0
[00:01:08] ,hero_swap,0,2팀,ChiYo,미즈키,주노,0
[00:01:11] ,hero_swap,0,2팀,ChiYo,제트팩 캣,미즈키,0
[00:01:13] ,hero_swap,0,2팀,ChiYo,미즈키,제트팩 캣,0
[00:01:19] ,hero_swap,0,2팀,ChiYo,브리기테,미즈키,0
[00:01:22] ,hero_swap,0,2팀,ChiYo,아나,브리기테,0
[00:01:23] ,hero_swap,0,2팀,Fielder,일리아리,키리코,0
[00:01:25] ,hero_swap,0,2팀,Fielder,제트팩 캣,일리아리,0
[00:01:29] ,hero_swap,0,2팀,ChiYo,주노,아나,0
[00:01:34] ,hero_swap,0,1팀,kellex,미즈키,루시우,0
[00:01:50] ,hero_swap,0,1팀,Risk,시그마,마우가,0
[00:01:52] ,hero_swap,0,2팀,ChiYo,시에라,주노,0
[00:02:00] ,hero_swap,0,2팀,ChiYo,일리아리,시에라,0
[00:02:08] ,hero_swap,0,2팀,ChiYo,미즈키,일리아리,0
[00:02:16] ,setup_complete,0,1,239.99
[00:02:17] ,ability_1_used,0.82,2팀,Someone,시그마,0
[00:02:18] ,ability_1_used,1.62,1팀,Risk,시그마,0
[00:02:18] ,hero_swap,1.74,2팀,Fielder,키리코,제트팩 캣,1.74
[00:02:31] ,ability_1_used,14.69,2팀,MER1T,캐서디,0
[00:02:31] ,ability_2_used,14.78,1팀,AlphaYi,시메트라,0
[00:02:31] ,ability_2_used,15.04,1팀,Risk,시그마,0
[00:02:31] ,ability_1_used,15.17,2팀,Someone,시그마,0
[00:02:33] ,ability_2_used,16.59,2팀,Fielder,키리코,0
[00:02:33] ,ability_1_used,16.74,2팀,ChiYo,미즈키,0
[00:02:34] ,ability_2_used,17.55,2팀,ChiYo,미즈키,0
[00:02:34] ,ability_2_used,18.13,2팀,Someone,시그마,0
[00:02:34] ,ability_2_used,18.16,1팀,LBBD7,소전,0
[00:02:35] ,ability_2_used,18.42,2팀,CheckMate,시메트라,0
[00:02:35] ,ability_1_used,19.01,1팀,kellex,미즈키,0
[00:02:35] ,ability_2_used,19.02,1팀,FiNN,키리코,0
[00:02:35] ,ability_2_used,19.28,1팀,kellex,미즈키,0
[00:02:36] ,****,19.58,1팀,LBBD7,소전,2팀,Someone,시그마,Ability 2,10.78,0,0
[00:02:36] ,ability_1_used,19.71,2팀,MER1T,캐서디,0
[00:02:36] ,defensive_assist,19.79,1팀,kellex,미즈키,0
[00:02:36] ,defensive_assist,19.81,1팀,FiNN,키리코,0
[00:02:37] ,ability_1_used,20.43,1팀,Risk,시그마,0
