[00:00:00] ,match_start,0,네온 교차로,혼합,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:09] ,hero_spawn,0,2팀,Fielder,키리코,0,0
[00:00:12] ,hero_spawn,0,2팀,CheckMate,제트팩 캣,0,0
[00:00:15] ,hero_spawn,0,2팀,ChiYo,미즈키,0,0
[00:00:18] ,hero_swap,0,2팀,ChiYo,루시우,미즈키,0
[00:00:24] ,hero_spawn,0,2팀,Someone,윈스턴,0,0
[00:00:27] ,hero_spawn,0,1팀,eisgnom,레킹볼,0,0
[00:00:34] ,hero_spawn,0,1팀,Landon,키리코,0,0
[00:00:40] ,hero_spawn,0,1팀,FiXa,루시우,0,0
[00:00:41] ,hero_spawn,0,1팀,Seicoe,시메트라,0,0
[00:00:45] ,hero_swap,0,2팀,Someone,라인하르트,윈스턴,0
[00:00:48] ,hero_spawn,0,2팀,MER1T,바스티온,0,0
[00:00:49] ,hero_swap,0,2팀,Seicoe,정커퀸,시메트라,0
[00:00:50] ,hero_swap,0,1팀,MER1T,바스티온,바스티온,0
[00:00:50] ,hero_swap,0,1팀,CheckMate,프레야,제트팩 캣,0
[00:00:50] ,hero_swap,0,2팀,eisgnom,레킹볼,레킹볼,0
[00:00:51] ,hero_swap,0,1팀,Someone,라인하르트,라인하르트,0
[00:00:51] ,hero_swap,0,2팀,FiXa,루시우,루시우,0
[00:00:51] ,hero_swap,0,1팀,ChiYo,일리아리,루시우,0
[00:00:51] ,hero_swap,0,2팀,Seicoe,시메트라,정커퀸,0
[00:00:52] ,hero_swap,0,2팀,FiXa,제트팩 캣,루시우,0
[00:00:53] ,hero_swap,0,1팀,Fielder,키리코,키리코,0
[00:00:53] ,hero_spawn,0,2팀,kevster,위도우메이커,0,0
[00:00:54] ,hero_swap,0,2팀,Landon,주노,키리코,0
[00:00:56] ,hero_swap,0,2팀,Landon,키리코,주노,0
[00:00:56] ,hero_swap,0,1팀,ChiYo,루시우,일리아리,0
[00:01:02] ,hero_swap,0,2팀,FiXa,주노,제트팩 캣,0
[00:01:05] ,hero_swap,0,2팀,eisgnom,도미나,레킹볼,0
[00:01:10] ,hero_swap,0,1팀,CheckMate,시메트라,프레야,0
[00:01:12] ,hero_swap,0,1팀,Fielder,로드호그,키리코,0
[00:01:20] ,hero_swap,0,1팀,Fielder,마우가,로드호그,0
[00:01:21] ,hero_swap,0,2팀,FiXa,제트팩 캣,주노,0
[00:01:33] ,hero_swap,0,1팀,Fielder,키리코,마우가,0
[00:01:35] ,hero_swap,0,2팀,eisgnom,우양,도미나,0
[00:01:57] ,hero_swap,0,2팀,FiXa,주노,제트팩 캣,0
[00:01:57] ,hero_swap,0,2팀,eisgnom,도미나,우양,0
[00:02:05] ,setup_complete,0,1,239.99
[00:02:05] ,ability_1_used,0.02,1팀,ChiYo,루시우,0
[00:02:07] ,hero_swap,1.38,2팀,FiXa,루시우,주노,1.38
[00:02:07] ,ability_1_used,1.38,2팀,FiXa,루시우,0
[00:02:14] ,hero_swap,8.38,2팀,kevster,바스티온,위도우메이커,8.38
[00:02:15] ,ability_2_used,9.89,1팀,CheckMate,시메트라,0
[00:02:17] ,ability_2_used,11.62,1팀,Someone,라인하르트,0
[00:02:19] ,ability_1_used,13.70,1팀,CheckMate,시메트라,0
[00:02:19] ,ability_2_used,13.82,1팀,Someone,라인하르트,0
[00:02:19] ,ability_1_used,13.86,1팀,ChiYo,루시우,0
[00:02:19] ,ability_1_used,14.00,2팀,FiXa,루시우,0
[00:02:21] ,ability_1_used,15.36,2팀,FiXa,루시우,0
[00:02:21] ,ability_1_used,15.58,1팀,CheckMate,시메트라,0
[00:02:23] ,ability_1_used,17.66,1팀,ChiYo,루시우,0
[00:02:24] ,ability_2_used,18.56,1팀,Someone,라인하르트,0
[00:02:24] ,ability_1_used,19.02,1팀,ChiYo,루시우,0
[00:02:24] ,ability_1_used,19.09,2팀,Seicoe,시메트라,0
[00:02:25] ,ability_1_used,19.73,2팀,FiXa,루시우,0
[00:02:26] ,ability_2_used,20.56,2팀,eisgnom,도미나,0
[00:02:26] ,ability_1_used,21.01,1팀,MER1T,바스티온,0
[00:02:26] ,ability_1_used,21.28,2팀,FiXa,루시우,0
[00:02:27] ,ability_2_used,21.52,2팀,FiXa,루시우,0
[00:02:27] ,ability_1_used,21.84,1팀,ChiYo,루시우,0
[00:02:27] ,ability_1_used,21.98,2팀,kevster,바스티온,0
[00:02:28] ,ability_2_used,22.67,2팀,Seicoe,시메트라,0
[00:02:29] ,ability_2_used,23.50,1팀,ChiYo,루시우,0
[00:02:29] ,ability_1_used,23.62,1팀,ChiYo,루시우,0
[00:02:29] ,ability_2_used,23.68,1팀,CheckMate,시메트라,0
[00:02:30] ,ability_1_used,24.74,2팀,eisgnom,도미나,0
[00:02:30] ,ability_2_used,25.09,1팀,Someone,라인하르트,0
[00:02:31] ,ability_1_used,26.03,1팀,Someone,라인하르트,0
[00:02:31] ,ability_2_used,26.27,1팀,Fielder,키리코,0
[00:02:32] ,ability_1_used,27.02,2팀,Landon,키리코,0
[00:02:32] ,****,27.12,1팀,CheckMate,시메트라,2팀,Landon,키리코,Primary Fire,7.46,0,0
[00:02:32] ,ability_1_used,27.22,1팀,ChiYo,루시우,0
[00:02:32] ,defensive_assist,27.26,1팀,Fielder,키리코,0
[00:02:32] ,offensive_assist,27.30,1팀,ChiYo,루시우,0
[00:02:32] ,defensive_assist,27.30,1팀,ChiYo,루시우,0
[00:02:33] ,ability_1_used,27.76,1팀,Fielder,키리코,0
[00:02:33] ,ability_1_used,28.08,2팀,Seicoe,시메트라,0
[00:02:33] ,ability_1_used,28.14,2팀,FiXa,루시우,0
[00:02:35] ,****,29.79,2팀,kevster,바스티온,1팀,Someone,라인하르트,Primary Fire,3.82,0,0
[00:02:35] ,ability_1_used,30.03,1팀,ChiYo,루시우,0
[00:02:35] ,offensive_assist,30.08,2팀,FiXa,루시우,0
[00:02:35] ,defensive_assist,30.08,2팀,FiXa,루시우,0
[00:02:35] ,defensive_assist,30.10,2팀,Landon,키리코,0
[00:02:35] ,ability_1_used,30.18,2팀,Seicoe,시메트라,0
[00:02:35] ,****,30.32,1팀,CheckMate,시메트라,2팀,Seicoe,시메트라,Primary Fire,32.57,0,0
[00:02:36] ,offensive_assist,30.58,1팀,ChiYo,루시우,0
[00:02:36] ,defensive_assist,30.58,1팀,ChiYo,루시우,0
[00:02:37] ,ability_1_used,31.44,1팀,CheckMate,시메트라,0
[00:02:37] ,ability_2_used,31.73,2팀,eisgnom,도미나,0
[00:02:38] ,ability_1_used,32.58,1팀,ChiYo,루시우,0
[00:02:38] ,ability_1_used,33.34,1팀,CheckMate,시메트라,0
[00:02:39] ,ability_1_used,33.90,1팀,ChiYo,루시우,0
[00:02:40] ,ability_1_used,34.67,1팀,CheckMate,시메트라,0
[00:02:40] ,ability_1_used,35.25,1팀,ChiYo,루시우,0
[00:02:42] ,ability_2_used,36.72,2팀,FiXa,루시우,0
[00:02:42] ,ability_2_used,36.96,1팀,CheckMate,시메트라,0
[00:02:42] ,ability_1_used,37.01,2팀,eisgnom,도미나,0
[00:02:43] ,****,37.38,1팀,ChiYo,루시우,2팀,FiXa,루시우,Secondary Fire,15.92,0,0
[00:02:43] ,defensive_assist,37.65,1팀,Fielder,키리코,0
[00:02:44] ,ability_1_used,38.86,1팀,ChiYo,루시우,0
