[00:00:00] ,match_start,0,샴발리 수도원,호위,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:15] ,hero_spawn,0,2팀,Someone,시그마,0,0
[00:00:16] ,hero_spawn,0,2팀,CheckMate,시메트라,0,0
[00:00:23] ,hero_spawn,0,2팀,Fielder,제트팩 캣,0,0
[00:00:29] ,hero_spawn,0,2팀,ChiYo,브리기테,0,0
[00:00:31] ,hero_spawn,0,1팀,sugarfree,시온,0,0
[00:00:34] ,hero_swap,0,2팀,ChiYo,우양,브리기테,0
[00:00:37] ,hero_spawn,0,1팀,Hawk,시그마,0,0
[00:00:52] ,hero_spawn,0,1팀,Admiral,메르시,0,0
[00:00:54] ,hero_spawn,0,1팀,UltraViolet,아나,0,0
[00:00:58] ,hero_spawn,0,1팀,Lethal,소전,0,0
[00:00:59] ,hero_swap,0,1팀,Admiral,우양,메르시,0
[00:01:01] ,hero_swap,0,1팀,sugarfree,트레이서,시온,0
[00:01:15] ,hero_spawn,0,2팀,MER1T,소전,0,0
[00:01:15] ,hero_swap,0,2팀,ChiYo,브리기테,우양,0
[00:01:18] ,hero_swap,0,2팀,MER1T,프레야,소전,0
[00:01:19] ,ability_1_used,0,2팀,Fielder,제트팩 캣,0
[00:01:19] ,setup_complete,0,1,239.99
[00:01:21] ,ability_1_used,1.74,2팀,MER1T,프레야,0
[00:01:23] ,hero_swap,3.86,2팀,Fielder,바티스트,제트팩 캣,3.86
[00:01:25] ,ability_1_used,5.86,2팀,MER1T,프레야,0
[00:01:26] ,ability_1_used,6.21,1팀,sugarfree,트레이서,0
[00:01:26] ,ability_2_used,6.48,2팀,ChiYo,브리기테,0
[00:01:26] ,ability_1_used,6.80,1팀,Hawk,시그마,0
[00:01:29] ,ability_1_used,9.39,2팀,MER1T,프레야,0
[00:01:31] ,ability_2_used,11.86,2팀,ChiYo,브리기테,0
[00:01:32] ,ability_1_used,13.02,1팀,Lethal,소전,0
[00:01:37] ,ability_1_used,17.84,1팀,sugarfree,트레이서,0
[00:01:40] ,ability_1_used,20.70,2팀,MER1T,프레야,0
[00:01:40] ,ability_1_used,20.99,1팀,sugarfree,트레이서,0
[00:01:42] ,hero_swap,22.53,2팀,MER1T,캐서디,프레야,22.53
[00:01:42] ,ability_1_used,22.77,2팀,MER1T,캐서디,0
[00:01:44] ,ability_2_used,24.91,2팀,ChiYo,브리기테,0
[00:01:46] ,ability_1_used,26.91,1팀,sugarfree,트레이서,0
[00:01:49] ,ability_2_used,29.74,1팀,Lethal,소전,0
[00:01:49] ,ability_1_used,29.86,1팀,sugarfree,트레이서,0
[00:01:50] ,ability_1_used,30.98,2팀,MER1T,캐서디,0
[00:01:51] ,ability_2_used,31.84,2팀,ChiYo,브리기테,0
[00:01:53] ,ability_2_used,33.54,2팀,CheckMate,시메트라,0
[00:01:53] ,ability_2_used,34.14,2팀,ChiYo,브리기테,0
