[00:00:00] ,match_start,0,뉴 퀸 스트리트,밀기,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:13] ,hero_spawn,0,2팀,CH0R0NG,루시우,0,0
[00:00:19] ,hero_spawn,0,2팀,vigilante,키리코,0,0
[00:00:27] ,hero_spawn,0,2팀,HeeSang,겐지,0,0
[00:00:43] ,hero_spawn,0,2팀,MAX,레킹볼,0,0
[00:00:50] ,hero_swap,0,2팀,MAX,라인하르트,레킹볼,0
[00:00:52] ,hero_swap,0,2팀,HeeSang,리퍼,겐지,0
[00:00:56] ,hero_spawn,0,2팀,STALK3R,시온,0,0
[00:00:59] ,hero_spawn,0,1팀,Fielder,키리코,0,0
[00:01:00] ,hero_swap,0,2팀,MAX,레킹볼,라인하르트,0
[00:01:00] ,hero_spawn,0,1팀,HanBin,D.Va,0,0
[00:01:01] ,hero_spawn,0,1팀,SP1NT,겐지,0,0
[00:01:01] ,hero_swap,0,2팀,MAX,마우가,레킹볼,0
[00:01:13] ,hero_swap,0,2팀,vigilante,주노,키리코,0
[00:01:44] ,hero_swap,0,1팀,SP1NT,파라,겐지,0
[00:01:54] ,hero_spawn,0,1팀,MER1T,소전,0,0
[00:02:25] ,hero_spawn,0,1팀,ChiYo,루시우,0,0
[00:02:34] ,setup_complete,0,1,599.99
[00:02:34] ,ability_1_used,0.02,2팀,CH0R0NG,루시우,0
[00:02:34] ,ability_1_used,0.02,1팀,ChiYo,루시우,0
[00:02:34] ,ability_2_used,0.26,1팀,ChiYo,루시우,0
[00:02:35] ,ability_2_used,0.93,1팀,SP1NT,파라,0
[00:02:35] ,ability_1_used,1.33,1팀,HanBin,D.Va,0
[00:02:36] ,ability_1_used,1.50,2팀,STALK3R,시온,0
[00:02:36] ,ability_1_used,1.62,2팀,MAX,마우가,0
[00:02:36] ,ability_2_used,1.90,2팀,STALK3R,시온,0
[00:02:37] ,hero_swap,2.66,2팀,vigilante,키리코,주노,2.66
[00:02:37] ,ability_1_used,2.72,1팀,MER1T,소전,0
[00:02:37] ,ability_1_used,2.91,2팀,vigilante,키리코,0
[00:02:38] ,ability_2_used,4.03,2팀,HeeSang,리퍼,0
[00:02:38] ,ability_2_used,4.32,2팀,CH0R0NG,루시우,0
[00:02:39] ,ability_1_used,4.64,1팀,Fielder,키리코,0
[00:02:42] ,ability_1_used,7.60,1팀,HanBin,D.Va,0
[00:02:42] ,ability_1_used,8.32,1팀,SP1NT,파라,0
[00:02:45] ,ability_1_used,10.58,2팀,vigilante,키리코,0
[00:02:46] ,ability_1_used,11.94,2팀,CH0R0NG,루시우,0
[00:02:46] ,ability_1_used,12.32,2팀,HeeSang,리퍼,0
[00:02:48] ,ability_1_used,14.19,1팀,ChiYo,루시우,0
[00:02:50] ,ability_2_used,15.84,1팀,HanBin,D.Va,0
[00:02:50] ,ability_1_used,15.86,1팀,ChiYo,루시우,0
[00:02:51] ,ability_2_used,17.26,2팀,vigilante,키리코,0
[00:02:52] ,ability_1_used,17.36,1팀,ChiYo,루시우,0
[00:02:52] ,****,17.44,1팀,SP1NT,파라,2팀,HeeSang,리퍼,Primary Fire,27.08,0,0
[00:02:52] ,ability_1_used,17.79,2팀,CH0R0NG,루시우,0
[00:02:52] ,defensive_assist,17.89,1팀,Fielder,키리코,0
[00:02:53] ,ability_1_used,19.02,2팀,STALK3R,시온,0
[00:02:53] ,ability_2_used,19.04,1팀,ChiYo,루시우,0
[00:02:54] ,ability_1_used,19.86,2팀,CH0R0NG,루시우,0
[00:02:54] ,ability_1_used,19.98,2팀,MAX,마우가,0
[00:02:55] ,ability_1_used,20.46,1팀,HanBin,D.Va,0
[00:02:55] ,ability_2_used,20.94,2팀,CH0R0NG,루시우,0
[00:02:55] ,ability_1_used,21.14,2팀,CH0R0NG,루시우,0
[00:02:55] ,ability_2_used,21.20,2팀,STALK3R,시온,0
[00:02:55] ,ability_1_used,21.34,1팀,MER1T,소전,0
[00:02:56] ,ability_1_used,21.41,1팀,ChiYo,루시우,0
[00:02:56] ,ability_1_used,21.97,1팀,Fielder,키리코,0
[00:02:56] ,ability_2_used,22.32,1팀,SP1NT,파라,0
