[00:00:00] ,match_start,0,뉴 정크 시티,플래시포인트,1팀,2팀
[00:00:01] ,round_start,0,1,2팀,0,0,0
[00:00:07] ,hero_spawn,0,2팀,Bernar,시그마,0,0
[00:00:08] ,hero_spawn,0,2팀,Proper,시온,0,0
[00:00:08] ,hero_spawn,0,1팀,CheckMate,시메트라,0,0
[00:00:08] ,hero_spawn,0,2팀,shu,우양,0,0
[00:00:09] ,hero_spawn,0,2팀,Viol2t,루시우,0,0
[00:00:09] ,hero_swap,0,2팀,Bernar,해저드,시그마,0
[00:00:09] ,hero_spawn,0,1팀,ChiYo,루시우,0,0
[00:00:10] ,hero_spawn,0,1팀,Someone,라마트라,0,0
[00:00:12] ,hero_spawn,0,1팀,Fielder,모이라,0,0
[00:00:15] ,hero_spawn,0,1팀,MER1T,리퍼,0,0
[00:00:18] ,hero_spawn,0,2팀,knife,바스티온,0,0
[00:00:19] ,hero_swap,0,1팀,MER1T,소전,리퍼,0
[00:00:21] ,hero_swap,0,2팀,knife,벤데타,바스티온,0
[00:00:21] ,hero_swap,0,1팀,MER1T,리퍼,소전,0
[00:00:25] ,hero_swap,0,2팀,Bernar,윈스턴,해저드,0
[00:00:27] ,hero_swap,0,2팀,Bernar,해저드,윈스턴,0
[00:00:29] ,hero_swap,0,2팀,Bernar,정커퀸,해저드,0
[00:00:30] ,hero_swap,0,2팀,knife,리퍼,벤데타,0
[00:00:30] ,hero_swap,0,2팀,shu,미즈키,우양,0
[00:00:33] ,hero_swap,0,1팀,MER1T,소전,리퍼,0
[00:00:49] ,hero_swap,0,2팀,Viol2t,브리기테,루시우,0
[00:00:56] ,hero_swap,0,2팀,Bernar,해저드,정커퀸,0
[00:01:04] ,hero_swap,0,1팀,MER1T,리퍼,소전,0
[00:01:07] ,hero_swap,0,2팀,shu,제트팩 캣,미즈키,0
[00:01:14] ,hero_swap,0,2팀,shu,미즈키,제트팩 캣,0
[00:01:25] ,hero_swap,0,2팀,Viol2t,주노,브리기테,0
[00:01:32] ,hero_swap,0,2팀,Viol2t,루시우,주노,0
[00:01:34] ,hero_swap,0,2팀,Viol2t,주노,루시우,0
[00:01:34] ,setup_complete,0,1,29.99
[00:01:34] ,ability_1_used,0.02,1팀,ChiYo,루시우,0
[00:01:35] ,ability_2_used,0.96,2팀,Viol2t,주노,0
[00:01:35] ,ability_2_used,1.30,2팀,Proper,시온,0
[00:01:35] ,ability_2_used,1.41,2팀,knife,리퍼,0
[00:01:35] ,ability_2_used,1.42,1팀,CheckMate,시메트라,0
[00:01:36] ,ability_1_used,1.98,2팀,Bernar,해저드,0
[00:01:36] ,ability_2_used,2.34,1팀,ChiYo,루시우,0
[00:01:36] ,ability_1_used,2.37,2팀,shu,미즈키,0
[00:01:37] ,ability_1_used,2.75,1팀,Fielder,모이라,0
[00:01:40] ,ability_1_used,5.84,2팀,Viol2t,주노,0
[00:01:40] ,ability_2_used,6.14,1팀,Fielder,모이라,0
[00:01:41] ,ability_1_used,7.47,2팀,Bernar,해저드,0
[00:01:43] ,ability_1_used,9.15,1팀,CheckMate,시메트라,0
[00:01:44] ,ability_1_used,9.73,1팀,CheckMate,시메트라,0
[00:01:44] ,ability_1_used,10.58,1팀,ChiYo,루시우,0
[00:01:45] ,ability_1_used,11.65,1팀,CheckMate,시메트라,0
[00:01:47] ,ability_1_used,12.91,1팀,ChiYo,루시우,0
[00:01:48] ,ability_1_used,14.30,1팀,ChiYo,루시우,0
[00:01:49] ,ability_1_used,15.10,2팀,Bernar,해저드,0
